Number,StartMilliseconds,EndMilliseconds,Text
598,1872382,1873182,What?
599,1874598,1875632,"The things you own,"
600,1875829,1877122,end up owning you.
601,1879979,1881161,"But do what you like, man."
602,1884678,1885472,It's late.
603,1886484,1888178,"Hey, thanks for the beer.
Yeah, man."
604,1889159,1890565,I should find a hotel.
605,1892188,1893068,What?
606,1893789,1894561,What?
607,1895112,1896652,"A hotel?
Yeah."
608,1896944,1897905,"Just ask, man."
609,1899020,1900126,What are you talking about?
610,1900151,1900991,"Oh, God."
611,1901388,1903364,"Three pitchers of beer
and you still can't ask."
612,1906469,1907122,What?
613,1907146,1909162,"You called me because
you need a place to stay."
614,1909682,1911710,"Oh, hey. No, no, no.
Yes, you did."
615,1912022,1913019,So just ask.
616,1913262,1915088,"Cut the foreplay and just ask, man."
617,1917454,1919101,Would... Would that be a problem?
618,1919842,1921341,Is it a problem for you to ask?
619,1922972,1925168,"Can I stay at your place?
Yeah."
620,1926989,1927969,Thanks.
621,1932699,1934108,I want you to do me a favour.
622,1934357,1935247,"Yeah, sure."
623,1935975,1937573,"I want you to hit me
as hard as you can."
624,1939222,1939947,What?
625,1940600,1943947,I want you to hit me as hard as you can.
626,1944747,1946966,"Let me tell you a little bit
about Tyler Durden."
627,1948009,1949498,Tyler was a night person.
628,1949815,1951822,"While the rest of us were sleeping,
he worked."
629,1952099,1954458,"He had one part-time job
as a projectionist."
630,1955019,1957464,A movie doesn't come all on one big reel.
631,1957488,1958519,It comes on a few.
632,1958775,1961135,"So someone has to be there to switch
the projectors,"
633,1961159,1964442,"at the exact moment that one
reel ends and the next one begins."
634,1964649,1966723,"If you look for them,
you can see little dots,"
635,1966754,1969016,"come into the upper right corner
of the screen."
636,1969882,1971520,"In the industry we call them,"
637,1971544,1972529,cigarette burns.
638,1972912,1974432,That's the cue for a changeover.
639,1974612,1975816,"He flips the projectors,"
640,1975840,1979316,"movie keeps right on going and
nobody in the audience has any idea."
641,1979705,1981962,Why would anyone want this shit job?
642,1982129,1984856,"Because it affords him other
interesting opportunities."
643,1985129,1988002,"Like splicing a frame of pornography
into family films."
644,1988282,1990880,"So when the snooty cat
and the courageous dog"
645,1990905,1994133,"with the celebrity voices meet
for the first time in reel three,"
646,1994212,1997633,"that's when you will catch a flash
of Tyler's contribution to the film."
647,2005239,2007423,"Nobody knows
that they saw it but they did."
648,2007702,2009562,Nice big cock.
649,2014739,2017409,"Even a humming bird
couldn't catch Tyler at work."
650,2022972,2027722,"Tyler also works sometimes as a banquet
waiter at the luxurious Pressman Hotel."
651,2032939,2036205,"He was the guerrilla terrorist
of the food service industry."
652,2037112,2039164,"Do not watch.
I cannot go when you watch."
653,2039339,2041200,"Apart from seasoning the lobster bisque,"
654,2041394,2042633,"he farted on meringues,"
