Number,StartMilliseconds,EndMilliseconds,Text
1,136928,138887,"- Good morning, Miss Ratched.
- Good morning."
2,139055,140806,"- Good morning, Miss Ratched.
- Mr. Washington."
3,140974,143433,"- Morning.
- Morning."
4,148356,150566,"- Good morning, Miss Ratched.
- Good morning."
5,152068,155904,"- Morning, Bancini.
- Good morning."
6,162954,164788,How you feel?
7,165415,167457,Rested.
8,183308,187769,Medication time. Medication time.
9,212462,214421,"Okay, move it up."
10,215548,218675,"Mr. Fredrickson, just be careful now."
11,233024,234441,Juice.
12,239447,241156,Chief.
13,250333,253835,"Okay, my friend, let's go."
14,274357,278568,"Here's his papers,
and I'm gonna need a signature."
15,305722,306722,Whoo!
16,334584,336251,Hi.
17,339922,343467,"- Mr. McMurphy's here.
- All right."
18,347263,348972,Thank you.
19,359275,363445,"- All right, I'm ready.
- Okay. One pair of socks."
20,365406,366948,T-shirt.
21,372580,374206,Hi.
22,377668,380003,"Goddamn, boy, you're about
as big as a mountain."
23,380171,382714,"Look like you might have played
some football."
24,382882,384549,What's your name?
25,384717,390764,"He-- He can't hear you.
He's de-- Deaf and dumb Indian."
26,391808,393475,Is that so?
27,393810,395185,"Come on, Bibbit."
28,395353,398146,"Can't even make a sound, huh?"
29,399524,400816,How.
30,409826,411159,"Come on, Billy."
31,411702,413161,Club lead. Jack of clubs.
32,413329,415914,"Ha, ha. Uh-oh."
33,418167,421294,"- What's your name, son?
- Bill-- Billy Bibbit."
34,421462,424339,"Glad to know you, Bill.
McMurphy's mine."
35,424507,427968,"Ha-ha-ha.
That's old Charlie Cheswick's cards."
36,428136,431513,"- Ha-ha.
- That's his ace of spades."
37,431681,433849,"Your turn, Bill."
38,434016,435684,Big 10.
39,437353,439980,"- Put one of them on it, will you?
- Wait a minute."
40,444652,446278,"Oh, I can win that one."
41,446446,447863,"- I win.
- Oh, you overtrumped?"
42,448030,449239,"- Sure.
- Pinochle, huh, Bill?"
43,449407,451241,"- You're avoiding spades?
- Mm-hm."
44,452743,455495,"- Oh, okay. You sure you're avoiding spades?
- What's the bid?"
