Number,StartMilliseconds,EndMilliseconds,Text
1,73800,76600,I believe in America.
2,76700,79700,America has made my fortune.
3,79700,83900,"And I raised my daughter
in the American fashion."
4,84000,88800,"I gave her freedom, but I taught
her never to dishonor her family."
5,90300,93400,"She found a boyfriend,
not an Italian."
6,93500,97900,"She went to the movies with him.
She stayed out late."
7,98000,99700,I didn't protest.
8,100800,105500,"Two months ago he took her for a
drive with another boyfriend."
9,106500,109100,They made her drink whiskey
10,109200,113600,"and then they tried to
take advantage of her."
11,113700,117800,"She resisted, she
kept her honor."
12,119200,122200,So they beat her like an animal.
13,124000,129000,"When I went to the hospital,
her nose was broken,"
14,129000,133500,"her jaw was shattered,
held together by wire."
15,135700,139100,"She couldn't even weep
because of the pain."
16,141200,144700,But I wept. Why did I weep?
17,147400,149700,She was the light of my life.
18,151600,153400,Beautiful girl.
19,157000,160000,"Now she will never
be beautiful again."
20,166500,167900,Sorry.
21,176200,180900,"I went to the police,
like a good American."
22,181000,183600,"These two boys were
brought to trial."
23,184700,187500,"The judge sentenced them
to three years in prison,"
24,187600,189700,but suspended the sentence.
25,190900,195900,"Suspended the sentence! They
went free that very day!"
26,198200,201500,"I stood in the
courtroom like a fool."
27,201600,205100,"Those two bastards,
they smiled at me."
28,206300,211900,"Then I said to my wife, ""For justice,
we must go to Don Corleone."""
29,217300,221700,"Why did you go to the police? Why
didn't you come to me first?"
30,221800,227900,"What do you want of me? Tell me
anything, but do what I beg you to do."
31,228000,229700,What is that?
32,240800,242700,I want them dead.
33,254300,256100,That I cannot do.
34,257400,259900,I'll give you anything you ask.
35,262200,267800,"I've known you many years, but this is
the first time you've asked for help."
36,269000,274100,"I can't remember the last time you
invited me for a cup of coffee."
37,275200,279000,"Even though my wife is
godmother to your only child."
38,279100,284100,"But let's be Frank here. You
never wanted my friendship."
39,284200,287900,"And you were afraid
to be in my debt."
40,288000,290400,"I didn't want to
get into trouble."
41,291500,293200,I understand.
42,294700,297500,You found Paradise in America.
43,299800,304500,"You made a good living, had police
protection and there were courts of law."
44,304600,307300,"You didn't need a
friend like me."
45,308800,312500,"But now you come to me and say,"
46,312600,315000,"""Don Corleone, give me justice."""
47,316900,319800,But you don't ask with respect.
48,319900,324600,"You don't offer friendship. You don't
even think to call me Godfather."
49,326300,333200,"You come on my daughter's wedding
day and ask me to murder for money."
50,333200,335800,I ask you for justice.
51,335900,338900,"That is not justice.
Your daughter is alive."
52,339900,343400,"Let them suffer, then,
as she suffers."
53,345500,347800,How much shall I pay you?
54,362500,366400,"Bonasera, Bonasera."
55,366500,370600,"What have I ever done to make you
treat me so disrespectfully?"
56,371700,374200,"If you'd come in friendship,"
57,374300,378700,"the scum that ruined your daughter
would be suffering this very day."
58,379900,385000,"And if an honest man like you should
make enemies, they'd be my enemies."
59,388000,390800,And then they would fear you.
60,394300,396400,Be my friend?
61,400400,401900,Godfather?
62,406300,407500,Good.
63,409600,414800,"Some day, and that day may never
come, I'll ask a service of you."
64,416200,418300,But until that day
65,420100,424400,"accept this justice as a gift
on my daughter's wedding day."
66,424500,426900,"- Gràzie, Godfather.
- Prego."
67,433900,436600,Give this to Clemenza.
68,438900,442400,"I want people that aren't
going to get carried away."
69,442500,446600,"We're not murderers, in spite
of what this undertaker says."
70,471900,475300,"- Where's Michael?
- Don't worry, he'll be here."
71,476500,479600,"We're not taking the
picture without Michael."
72,485900,488400,"- What's the matter?
- It's Michael."
73,538000,539700,Don Barzini.
74,556000,559400,"Hey, Paulie! Let
me have some wine."
75,559500,561700,Paulie! More wine.
76,563600,568800,"- You look terrific on the floor.
- Are you a dance judge or something?"
77,568900,571100,Take a walk and do your job.
78,578900,582100,"Sandra, watch the kids.
Don't let them run wild."
79,582200,584700,"You watch yourself, all right?"
80,605800,610100,"20, 30 grand. In
small bills, cash."
81,611000,613400,In that little silk purse.
82,613500,617100,"If this were somebody else's wedding...
Sfortunato!"
83,617200,618400,"Hey, Paulie!"
84,618500,622300,"I got two gabagool,
capocol, and a prosciut."
85,622400,623500,Stupid jerk!
86,632600,634500,What's the matter?
87,646800,649400,"- Have to go back to work.
- Tom."
88,649400,653700,"No Sicilian can refuse any request
on his daughter's wedding day."
89,659400,664500,"Don Corleone, I'm honored and
grateful that you have invited me."
90,669400,672600,"Get out of here! It's a
private party. Go on!"
91,673700,676600,"What is it? It's my
sister's wedding."
92,683200,685900,"Goddamn FBI don't
respect nothing!"
93,688900,692300,"Come here, come here, come here!"
94,706600,711100,"But towards the end, he was paroled
to help with the American war effort,"
95,711200,714300,"so for six months he's
worked in my pastry shop."
96,714400,717100,"Nazorine, what can I do for you?"
97,717200,719200,"Now that the war is over,"
98,719300,723300,"this boy, Enzo, they want to
repatriate him back to Italy."
99,723300,728200,"Godfather, I have a daughter.
You see, she and Enzo..."
100,729400,733900,"You want Enzo to stay in this country,
and your daughter to be married."
101,735100,737400,You understand everything.
102,738200,740600,Mr. Hagen. Thank you.
103,743700,747700,"Wait till you see the wedding
cake I made for your daughter!"
104,747800,750500,"The bride, the groom
and the angel..."
105,755800,760300,"- Who should I give this job to?
- Not to our paisan."
106,760400,763000,"Give it to a Jew Congressman
in another district."
107,763000,765600,Who else is on the list?
108,772600,774200,"Hey, Michael!"
109,794000,797500,"He's not on the list, but
Luca Brasi wants to see you."
110,803300,805700,Is this necessary?
111,805800,810400,"He didn't expect to be invited to the
wedding, so he wanted to thank you."
112,811700,817100,"Don Corleone, I'm honored and
grateful that you have invited me"
113,817200,820100,"on the wedding day
of your daughter."
114,820100,822600,"May their first child
be a masculine child."
115,823800,825200,Michael...
116,827000,830400,"That man over there is
talking to himself."
117,830400,833300,See that scary guy over there?
118,833400,836900,"- He's a very scary guy.
- What's his name?"
119,837000,841600,"His name is Luca Brasi. He
helps my father out sometimes."
120,843400,846300,"Michael, he's coming over here!"
121,850700,852500,You look terrific!
122,852600,855900,"My brother Tom Hagen,
Miss Kay Adams."
123,857600,859900,"Your father's been
asking for you."
124,860000,862800,"- Very nice to meet you.
- Nice to meet you."
125,864600,867300,"Why does your brother
have a different name?"
126,867400,871200,"My brother Sonny found
Tom Hagen in the street."
127,871300,875200,"He had no home, so my
father took him in."
128,877000,880100,He's been with us ever since.
129,880200,882100,He's a good lawyer.
130,883000,887500,"Not a Sicilian. I think he's
going to be consigliere."
131,887600,890600,"- What's that?
- That's a,"
