Number,StartMilliseconds,EndMilliseconds,Text
1,0,33330,"INCEPTION

- 2010 -"
2,55990,57840,[CHILDREN LAUGHING]
3,72160,73780,[PHILLIPA SCREAMS]
4,85230,88420,[SPEAKING IN JAPANESE]
5,129750,131960,Are you here to kill me?
6,140170,142290,I know what this is.
7,143810,148920,"I've seen one before. Many, many years ago."
8,150870,155730,It belonged to a man I met in a half-remembered dream.
9,157570,162950,A man possessed of some radical notions.
10,166390,169110,COBB: What is the most resilient parasite?
11,169600,170960,A bacteria?
12,171560,172750,A virus?
13,173820,175040,An intestinal worm?
14,175200,176250,ARTHUR: Uh...
15,176560,178240,What Mr. Cobb is trying to say...
16,178250,179340,An idea.
17,180920,182890,Resilient. Highly contagious.
18,183590,188010,"Once an idea has taken hold of the brain,
it's almost impossible to eradicate."
19,188020,191820,"An idea that is fully formed, fully understood, that sticks."
20,192490,193720,Right in there somewhere.
21,193730,195580,For someone like you to steal?
22,195740,198560,"Yes. In the dream state,
your conscious defenses are lowered..."
23,198570,201349,and that makes your thoughts vulnerable to theft.
24,201350,202669,It's called extraction.
25,202670,206449,"Mr. Saito, we can train your subconscious to defend itself..."
26,206450,209379,from even the most skilled extractor.
27,209380,210709,How can you do that?
28,210710,213250,Because I am the most skilled extractor.
29,213820,217469,"I know how to search your mind and
find your secrets. I know the tricks."
30,217470,220289,"And I can teach them to you,
so that even when you're asleep..."
31,220290,222880,your defense is never down.
32,223710,227590,"Look, if you want my help, you're gonna
have to be completely open with me."
33,227600,230659,"I need to know my way around
your thoughts better than your wife..."
34,230660,233020,"better than your therapist, better than anyone."
35,234270,236469,"If this is a dream, and you have a safe full of secrets..."
36,236470,238480,I need to know what's in that safe.
37,239190,243030,"In order for this all to work,
you need to completely let me in."
38,245750,249830,"Enjoy your evening, gentlemen, as I consider your proposal."
39,253060,254250,He knows.
40,254750,256700,[RUMBLING]
41,256850,258630,What's going on up there?
42,266090,267750,[MEN SHOUTING]
43,268160,271080,[MACHINE HISSING]
44,279930,282740,[EXPLOSION]
45,305360,310360,[RUMBLING]
46,312860,315450,Saito knows. He's playing with us.
47,315700,318239,Doesn't matter. I can get it here. Trust me.
48,318240,319779,The information is in the safe.
49,319780,321940,He looked right at it when I mentioned secrets.
50,323410,324860,What's she doing here?
51,327520,330150,Just head back to the room. All right? I'll take care of this.
52,330160,332330,"Okay, make sure you do. We're here to work."
53,340770,345100,"If I jumped, would I survive?"
54,347670,349760,"With a clean dive, perhaps."
55,350720,352139,"Mal, what are you doing here?"
56,352140,354220,I thought you might be missing me.
57,354750,356310,COBB: You know that I am.
58,357420,360020,But I can't trust you anymore.
59,360630,361900,So what?
60,363660,365640,MAL: Looks like Arthur's taste.
61,365990,369820,"Actually, the subject is partial to postwar British painters."
62,371360,373200,"Please, have a seat."
63,380960,382070,MAL: Tell me...
64,382420,384420,do the children miss me?
65,388170,390220,You can't imagine.
66,394180,395420,What are you doing?
67,395430,397390,Just getting some fresh air.
68,397530,399390,"Stay where you are, Mal."
69,408280,408940,[GRUNTS]
70,412860,415120,Goddamn it.
71,423960,425630,[SOFT SCREECHING]
72,433470,434630,[SILENCED GUNSHOT]
73,434640,436350,[GUARD GRUNTS]
74,444650,447820,"[SILENCED GUNSHOT]
- [GUARD GRUNTS]"
75,476550,478290,SAITO: Turn around.
76,478300,480520,"The gun, Dom."
77,488610,489270,Please.
78,501960,504470,"Now the envelope, Mr. Cobb."
79,504820,508450,Did she tell you? Or have you known all along?
80,508650,511200,"That you're here to steal from me, or..."
81,511610,514380,that we are actually asleep?
82,517430,519970,I want to know the name of your employer.
83,521930,525970,"Ah, there's no use threatening him in a dream, right, Mal?"
84,526200,528360,That depends on what you're threatening.
85,529590,531530,Killing him would just wake him up.
86,532450,533900,But pain...
87,535020,537310,"[GUNSHOT]
- [SCREAMS]"
88,537700,539370,Pain is in the mind.
89,540270,541639,And judging by the decor...
90,541640,544040,"we're in your mind, aren't we, Arthur?"
91,547670,548330,[GRUNTS]
92,555590,558870,"What are you doing? It's too soon.
- But the dream's collapsing."
93,558880,562710,"I'm gonna try to keep Saito under
a little bit longer. We're almost there."
94,562720,564750,[SILENCED GUNFIRE]
95,576530,580550,He was close. Very close.
96,583120,584020,[SCREAMS]
97,593630,594790,[YELLS]
98,594800,595460,Stop him!
99,601010,601670,[GUNFIRE]
100,610480,611140,[GRUNTS]
101,617990,620730,[HISSING]
102,620740,622190,[SAITO GROANS]
103,622200,624360,This isn't gonna work. Wake him up.
104,637000,637660,[GRUNTS]
105,645390,647020,He won't wake.
106,651820,653650,"Give him the kick.
- NASH: What?"
107,653660,655540,"Dunk him.
- [GUN COCKS]"
108,661700,665280,[WOOD GROANING]
109,691140,692810,[SAITO GRUNTING]
110,699250,700700,COBB: He's out.
