Number,StartMilliseconds,EndMilliseconds,Text
1,72600,76211,"- You cannot pass!
- Gandalf!"
2,80760,85997,"I am a servant of the Secret Fire,
wielder of the flame of Anor."
3,93622,96339,Go back to the Shadow.
4,97046,100722,"The dark fire will not avail you,
flame of Udûn!"
5,104437,108844,You shall not pass!
6,134866,136360,No! No!
7,136658,138566,Gandalf!
8,145778,147468,"Fly, you fools."
9,148145,149803,No!
10,151695,153637,Gandalf!
11,219562,221350,Gandalf!
12,222313,224419,"What is it, Mr. Frodo?"
13,226313,228004,Nothing.
14,234920,236894,Just a dream.
15,249510,250786,Can you see the bottom?
16,251975,254941,"No! Don't look down, Sam!
Just keep going!"
17,265350,267389,"Catch it! Grab it, Mr. Frodo!"
18,270341,272227,Mr. Frodo!
19,274788,276348,I think I've found the bottom.
20,281636,284505,"Bogs and rope,
and goodness knows what."
21,284643,287708,It's not natural. None of it.
22,290658,292633,"- What's in this?
- Nothing."
23,294018,295065,Just a bit of seasoning.
24,295522,298239,"I thought maybe if we was having
a roast chicken one night or something."
25,298850,300922,Roast chicken?!
26,301569,302747,You never know.
27,303137,305951,Sam. My dear Sam.
28,307650,311424,"It's very special, that.
It's the best salt in all the Shire."
29,312608,314517,It is special.
30,318271,320093,It's a little bit of home.
31,323231,325653,"We can't leave this here for someone
to follow us down."
32,326015,329462,"Who's gonna follow us down here,
Mr. Frodo?"
33,330271,333815,"It's a shame, really.
Lady Galadriel gave me that."
34,334558,336412,Real Elvish rope.
35,337277,339515,"Well, there's nothing for it.
It's one of my knots."
36,339679,341565,Won't come free in a hurry.
37,350076,352280,Real Elvish rope.
38,365818,370041,"Mordor. The one place in Middle-earth
we don't want to see any closer."
39,370171,372243,"And it's the one place
we're trying to get to."
40,373019,374742,It's just where we can't get.
41,376090,378904,"Let's face it, Mr. Frodo, we're lost."
42,381273,383956,"I don't think Gandalf meant for us to
come this way."
43,385434,388531,"He didn't mean for a lot of things
to happen, Sam..."
44,389368,390863,...but they did.
45,403447,404308,Mr. Frodo?
46,408118,409395,"It's the Ring, isn't it?"
47,410455,412875,It's getting heavier.
48,424916,427567,"- What food have we got left?
- Let me see."
49,428309,430283,"Oh, yes. Lovely."
50,430421,433105,Lembas bread. And look!
51,435379,437681,More lembas bread.
52,447891,449778,I don't usually hold with foreign food...
53,449938,452785,"...but this Elvish stuff, it's not bad."
54,453650,457065,"Nothing ever dampens your spirits,
does it, Sam?"
55,462673,464812,Those rain clouds might.
56,497678,500360,This looks strangely familiar.
57,500973,503307,It's because we've been here before.
58,503469,505991,We're going in circles.
59,506734,508391,What is that horrid stink?
60,508684,510757,I warrant there's a nasty bog nearby.
61,510893,512780,"- Can you smell it?
- Yes."
62,514732,516805,I can smell it.
63,519852,522273,We're not alone.
64,535435,539362,The thieves. The thieves.
65,539498,543294,The filthy little thieves.
66,543849,546052,Where is it?
67,546216,548671,Where is it?
68,549385,552451,They stole it from us.
69,552745,556738,My precious.
70,557608,560673,"Curse them, we hates them!"
71,560839,564734,"It's ours, it is, and we wants it!"
72,617570,619326,This is Sting.
73,619458,621018,You've seen it before...
74,621153,623487,"...haven't you, Gollum?"
75,627361,630775,Release him or I'll cut your throat.
76,646144,647899,It burns!
77,648031,650169,It burns us!
78,651678,653020,It freezes!
79,654783,656888,Nasty Elves twisted it.
80,657055,659640,"- Take it off us!
- Quiet, you!"
81,663037,667062,"It's hopeless. Every Orc in Mordor's
going to hear this racket."
82,667228,669749,"- Let's just tie him up and leave him.
- No!"
83,669981,673277,That would kill us! Kill us!
84,673405,676022,It's no more than you deserve!
85,677692,679666,Maybe he does deserve to die.
86,681884,685298,"But now that I see him, I do pity him."
87,688539,693175,"We be nice to them
if they be nice to us."
88,693371,696054,Take it off us.
89,699034,702831,We swears to do what you wants.
90,702970,704824,We swears.
91,705242,707510,"There's no promise you can make
that I can trust."
92,710105,711665,We swears...
93,712025,716465,"...to serve the master
of the precious."
94,718104,720275,We will swear on...
95,720568,722290,...on the precious.
96,722615,724688,Gollum. Gollum.
97,724823,728751,"The Ring is treacherous.
It will hold you to your word."
98,729591,730801,Yes...
99,731447,733749,...on the precious.
100,736118,738388,On the precious.
101,739510,741004,I don't believe you!
102,742934,746195,"- Get down! I said, down!
- Sam!"
103,746549,748044,He's trying to trick us.
104,748182,751214,"If we let him go, he'll throttle us
in our sleep."
105,762100,766377,"- You know the way to Mordor?
- Yes."
106,769203,770926,You've been there before?
107,771891,773483,Yes.
108,783954,786342,You will lead us to the Black Gate.
