Number,StartMilliseconds,EndMilliseconds,Text
1,59700,63640,"They were heard screaming at each
other for 2 hours. Nothing new."
2,63700,66870,"Then they heard the gun go off.
Both barrels."
3,68140,69730,A crime of passion.
4,70540,71640,Yeah.
5,72150,74910,"Just look at all the passion
on that wall."
6,74980,77640,"This is a done deal.
All but the paperwork."
7,81990,83580,Did the kid see it?
8,83660,84720,What?
9,85330,86350,The kid?
10,87230,89160,What kind of question's that?
11,90060,94660,"We'll be real glad when we get rid of
you, Somerset. Always these questions."
12,94740,98430,"""Did the kid see it?""
Who gives a fuck?"
13,98510,100440,"He's dead.
His wife killed him."
14,100510,103170,"Anything else has nothing
to do with us."
15,112490,113480,Detective Somerset?
16,115090,116680,I'm Detective Mills.
17,118930,122560,"Just get in town 20 minutes ago,
they dump me here."
18,122630,123600,Look...
19,124200,125530,Mills?
20,125600,130470,"- Let's find a bar. Sit and talk...
- I'd like to get to the precinct."
21,130540,133200,"Not much time for
this transition thing."
22,134710,137540,"I had a question,
when we spoke on the phone."
23,137610,138480,Yeah.
24,140120,141280,Why here?
25,142050,143640,I don't follow.
26,143720,146480,"Well, all this effort
to get transferred."
27,147620,150110,"It's the first question
that popped into my head."
28,151230,155560,"Same reason as you. Or the reason
you had before you decided to quit."
29,158230,159670,You just met me.
30,160800,163170,Maybe I don't understand the question.
31,164470,166000,It's very simple.
32,166740,170410,"You actually fought
to get reassigned here."
33,171250,174840,"- I never saw it done that way.
- Thought I'd do some good."
34,174920,179350,"It'd be great if we didn't start out
kicking each other in the balls."
35,181260,183420,"- You're calling the shots.
- Yes."
36,184930,188360,"I want you to look and
I want you to listen. Okay?"
37,188430,192600,"I wasn't guarding a Taco Bell.
I've worked homicide 5 years."
38,192670,194360,"- Not here.
- I understand."
39,194440,198870,"Well, over the next 7 days, Detective,
do me the favor of remembering that."
40,275290,279550,SE7EN
41,379190,383130,MONDAY
42,424170,425100,Yeah.
43,425670,426660,Okay.
44,427910,429000,Say it again?
45,431910,436110,"I thought we moved here
to get away from tractor pulls."
46,441190,442850,Serpico's got to go.
47,443420,446360,"Well, you might want
to get rid of this little..."
48,446430,449020,"crusty, this eye, Serpico."
49,449090,450860,"- Did you get it?
- Got it."
50,450930,452020,Good.
51,468650,469810,Coffee?
52,474390,477650,"Nothing's been touched.
It's all like I found it."
53,477720,479490,What time was death established?
54,479560,480990,Like I said...
55,481060,482650,I didn't touch anything...
56,483230,486820,"but he's had his face
in spaghetti for 45 minutes."
57,486900,489660,"Wait. No one bothers
with vital signs?"
58,489740,494610,"Did I suffer? This guy ain't breathing
unless he's breathing spaghetti sauce."
59,494670,497940,"- That's how it's done here?
- Excuse me, Detective."
60,498010,502850,"He's sitting in his own piss and shit.
If he wasn't dead he would've stood up"
61,503250,505270,"- Alright.
- Thank you, Officer."
62,506020,507280,Thank you.
63,517100,518150,I wonder.
64,520770,524800,"What was the point of the conversation
you were about to get into?"
65,525210,529700,"Don't know. How many times Barney Five
found dead bodies that weren't dead."
66,531950,533040,Drop it.
67,563310,566910,"Somebody phone Guiness.
I think we've got a record here."
68,583600,585590,Better Homes and Gardens.
69,592410,594400,Spaghetti Sauce
70,596610,598170,Who said this was murder?
71,598680,599870,No one.
72,601850,603610,Guy's heart must be the size...
73,603690,605050,of a canned ham.
74,608120,610280,If this isn't a coronary...
75,610360,611450,well...
76,612190,613560,I don't know.
77,630710,631970,Whoops.
78,639150,640990,How about that.
79,651070,653060,We had this case once...
80,654000,655990,guy dead on the ground...
81,656070,657900,"knife in his back.
Murder..."
82,657970,659270,right?
83,661340,662440,Fuck!
84,663080,666670,"Anyway, big insurance policy involved,
yeah? So the guy..."
85,666750,668240,took the tip of the blade...
86,668320,670720,stuck it in his own shoulder blades.
87,670790,673810,"He must've screwed up
'cause there was..."
88,673890,675720,"- multiples back there.
- Please be quiet."
89,685970,687230,Wait a minute.
90,687300,688330,What?
91,691070,692670,Got a bucket here.
92,693780,694870,What's in it?
93,700750,701910,Oh God!
94,701980,703580,Fucking vomit.
95,705920,707220,Any blood in it?
96,707760,710190,"I didn't see any.
Help yourself."
97,715460,717430,Are you thinking it's poison?
98,718670,721190,"Oh, wonderful. Very moody."
99,721270,722930,"Think it's poison, Somerset?"
100,723010,726100,"You girls have got forensics
waiting outside."
101,726440,727700,We might not fit.
102,727780,730270,There's room. Light's the problem.
103,730350,731640,How are you?
104,732820,734940,"Det. Mills, go help the officers..."
105,735020,736540,question the neighbors.
106,739290,740450,What?
107,740520,742250,And send in forensics.
108,757970,759310,He's dead.
109,760810,762240,"Thank you, Doctor."
110,768390,770820,"You saw my files,
the things I've done?"
111,772160,773140,Nope.
112,775890,779420,"I did door-to-doors and walked
the beat. I did that shit..."
113,779500,780590,a long time.
114,781830,783490,"- And?
- My badge says..."
115,783570,786470,"""detective"".
That's the same as yours."
116,787740,789830,"Look, I made a decision."
117,790510,793270,"I had to consider
the integrity of the scene..."
118,793340,796940,"not whether you were getting
enough time on the field."
119,797010,798110,"Hey, man..."
120,799920,803510,"Just don't jerk me off. That's all
I ask. Don't jerk me off."
121,809930,811290,He's been dead...
122,811360,814020,"a long time, and not from poison."
123,814100,815530,"Oh, man."
124,815600,817690,How can you let yourself go like that?
125,818270,821140,"It took 4 orderlies just
to get him on the table."
126,824110,829050,"- How'd the fat fuck fit out his door?
- Please. Obviously he was a shut-in."
127,829110,832210,Look. See how big this stomach is?
128,832280,835150,"And the strange thing is,
it stretches."
129,835220,838380,"Look at the size of the
cardiac orifice, where the food..."
130,838460,841220,"I see that, but it means
nothing to me."
131,841290,843820,"Okay, he's got lines of distention..."
132,843900,845490,across the duodenum.
133,845560,847190,The interior wall's ripped open.
134,848800,851320,This man ate till he burst?
135,851400,856340,"He didn't really burst. Not all the
way. He was hemorrhaging internally."
136,856410,859240,"There was a hematoma
in the rectus and..."
137,859310,862510,"- the transverse abdominous muscles.
- He did die by eating?"
138,862580,863740,Yes and no.
139,865980,867810,What about these bruises here?
140,869590,871580,I haven't figured that out yet.
141,871660,873590,Gun pressed against his head?
142,873660,875090,Pressed hard enough.
143,875160,876350,"Fuck, yeah."
144,876760,879360,"On the front, flush with the muzzle."
145,881500,884940,"Ladies and gentlemen,
we have ourselves a homicide."
146,887770,892370,"Killer put a bucket beneath him,
kept on serving. Took his time too."
147,892440,895380,"Coroner said it could have lasted
more than 12 hours."
148,895450,898780,"Victim's throat was swollen,
probably from the effort..."
149,898850,901720,"and there was a point
when he passed out."
150,901790,903950,That's when the killer kicked him...
151,904020,905960,"- and he burst.
- Sadistic fucker."
152,906460,909290,"When you want somebody dead,
you drive by and shoot."
153,909360,912230,"You don't risk the time
it takes to do this..."
154,912300,915230,"- unless the act itself has meaning.
- Come on."
155,915700,920100,"Somebody had a problem with a fat boy
and tortured him. Simple as that."
156,920170,921430,In the grocery bags...
