StartTime,EndTime,FrameEmotion,Emotion,PredictedEmotionBGM,Top Dominant Emotion 1,Top Dominant Emotion 2
0,94,"Anger,Love","Joy, Love",disgust,angry,sad
94,134,Joy,Wonder,disgust,happy,neutral
134,163,Peace,Joy,disgust,neutral,angry
163,183,Anger,Joy,disgust,sad,neutral
183,204,Joy,Joy,disgust,fear,angry
204,224,Anger,Joy,disgust,sad,fear
224,266,Peace,Joy,disgust,fear,sad
266,290,"Wonder, Anger",Joy,disgust,happy,fear
290,390,"Peace, Wonder","Joy, Peace",disgust,sad,fear
