Number,StartMilliseconds,EndMilliseconds,Text
51,211087,212880,"- Wow. That was amazing.
(PANTING)"
52,213047,214507,(HORSE WHINNIES)
53,217218,218219,LINDSAY: Charlie.
54,218386,221639,"- Wow.
- Get out of here, Emilio."
55,221806,223099,"(SHRIEK ECHOES)
(GASPS)"
56,223266,224475,(GROANING)
57,224642,226310,"Charlie, I'm scared."
58,226477,228437,"Lindsay, sweetie,
there's nothing to be afraid of."
59,228563,230022,(SCREAMING)
60,231232,233651,"(SHRIEKS)
(CELL PHONE RINGING)"
61,233818,236178,"MAN: Hey, I got the stuff.
- I got to call you back, man."
62,236821,238614,(GROANS) Ow!
63,239907,242660,(BOTH SCREAMING)
64,246998,248458,I think I better go.
65,249292,251085,Really? How about tomorrow? You busy?
66,251252,252962,(SCREAMING)
67,255298,258009,"I'm going to blow you
across the room."
68,258176,259469,Sounds awesome.
69,259635,261888,"(HISSES)
(GRUNTS)"
70,291000,294003,NARRATOR: And thus our story begins.
71,294170,297673,"The large reward offered
for the rescue of Charlie's kids"
72,297840,300384,"drew the attention of police,
private detectives"
73,300551,302929,and Red Cross volunteers.
74,303095,306140,"Everyone was on high alert
for these children,"
75,306307,308184,except these two guys.
76,308351,311813,"No, man, Obamacare gives senior citizens
access to cheaper drugs,"
77,311979,316108,"free preventative care, and it closes
the Medicare Part D loophole."
78,316275,318903,"And how does that help if I get
shampoo in my dick hole?"
79,319070,320613,"- What?
- Mean to tell me you ain't never got"
80,320780,322406,"- shampoo in your pee hole?
- OK."
81,322573,324075,"- Maybe like once or twice.
- Yeah, once or twice"
82,324242,325827,when you was playing with yourself.
83,325993,327745,"No, I wasn't playing with myself."
84,327912,330081,"I was showering,
and crazy got up in there."
85,330248,333084,"Bullshit. Cam Newton's
law of gravity is:"
86,333251,336337,"That thing must be up
in order for that soap to go down."
87,336504,339340,"Well, either way,
that shit stings like hell."
88,339507,342176,"Sting like a mother, man, it feel
like it's a hornet up in there."
89,342343,345429,"And he found out his girl be, you know,
doing her thing with another man."
90,345596,347473,"- Exactly.
- I don't understand why"
91,347640,349392,"the shampoo company
can't fix that, man."
92,349559,351102,"They got ""No More Tears."""
93,351269,352979,"Why they can't make no more
hornets in your dick?"
94,353145,356941,"I don't really think they expect you
to use the No More Tears on your dick."
95,357108,358709,"Well, why they call it
Johnson & Johnson?"
96,358860,361420,"I got a better question, man.
What the hell are two stoners doing"
97,361487,363197,"wandering around
these spooky-ass woods?"
98,363364,366742,"Look, it's going to be worth it.
I told you... this is Humboldt County."
99,366909,369996,"This is where all the growers
grow their bomb-ass shit."
100,370162,372206,"You think they're gonna be cool
with us just helping ourselves?"
101,372373,373875,"Look, man, we ain't taking no plants."
102,374041,376161,"We're gonna snip a few buds.
You know what I'm saying?"
103,376168,377753,"It's gonna grow back
just like a lobster paw."
104,377920,379171,"You know, that's how nature do."
105,379338,381018,"I don't know, man.
Just doesn't feel right."
106,381173,383493,"Man, they ain't gonna care.
Look, man, we're gonna be cool."
107,383551,386095,"We're gonna roll one blunt,
then we're gonna get up out of here."
108,386262,388180,"- Just one?
- Just one."
109,388347,389348,"(MEN SHOUTING)
(HELICOPTER WHIRRING)"
110,389515,391642,"- They won't care, huh?
- Man, just keep running."
111,391809,394937,"Holy shit. Is that a drone? They're
going all Zero Dark Thirty on our ass."
112,395104,396355,"(WHOOSHING)
(SCREAMS)"
113,399859,401694,"Yo, I think they gone."
114,404196,408659,"Oh, whoa. It's a cabin in the woods.
We need to go hide over in there."
115,408826,410161,"Nah, man, I'm not going in there."
116,410328,411537,"It reminds me of a horror movie
I once saw."
117,411704,414874,"- What horror movie?
- The one with the cabin in the woods."
118,415041,416542,"- Friday the 13th?
- No."
119,416709,418210,The one with the cabin in the woods.
120,418377,419712,Texas Chain Saw Massacre?
121,419879,421923,"No, the one with the cabin
in the woods."
122,422089,423466,"- The Ring.
- Uh-uh."
123,423633,426260,"- The one with the cabin in the woods.
- Blair Witch Project."
124,426427,428679,"No, man, the one
with the cabin in the woods."
125,428846,430556,"- The Munsters.
- That wasn't in the woods."
126,430723,432558,"- They wasn't even a damn movie.
- Look, man,"
127,432725,434365,"we ain't got time
for this shit right now."
128,434435,436312,"We need to get to that cabin
in the woods."
129,436854,438314,(GROANING)
130,451702,453788,"(CREAKING)
- What the hell is that sound?"
131,453955,456666,"Sound like the house settling.
It looked new."
132,456832,458584,"- I'm gonna take a look around.
- Go ahead."
133,462088,463089,Ah! What is that?
134,469762,471180,"- Ah!
- Ow!"
135,471806,474558,"(GROANS) Where we shooting?
- There."
136,474725,476018,"- Where?
- The dark!"
137,476185,477603,"- There?
- No, this dark."
138,478437,479355,Over there.
139,482900,484402,"Dude, what the hell was that?"
140,484568,487279,"Big-ass Alaskan king crab
just ran up on me, man."
141,487446,489073,"- Crab? Cuz, we banging?
- Ja'Marcus,"
142,489240,491441,"- put the guns down, man.
- Put yours down first, homey."
143,491534,494829,"All right, on three. One, two, three."
144,496080,497623,"- Damn.
- You want to try it again?"
145,497790,500960,"Sure. One, two, three."
146,503129,504714,"One, two, three."
147,506841,510720,"Uno, dos, tres."
148,510886,512972,"Man, we could do this shit all day."
149,513139,514807,"- Truce?
- Truce."
150,516183,519478,"Hey, yo, D'Andre. Look, homey.
It's two little girls."
151,519812,521772,"- They're little racist girls, man.
(GROWLING)"
152,521939,525151,Wearing blackface. Cool with that?
153,525776,528738,"- Hey, little girl, what's your name?
(GROWLING)"
154,528904,531991,"(MOCKING GROWL)
(GROWLING)"
155,532158,533659,"- What'd she say?
- She said, ""I wonder what your leg"""
156,533826,535119,"- ""tastes like.""
- What? Ah, man!"
157,535286,536620,Little spider girl bit me.
158,536787,537997,Maybe you're going to get superpowers.
159,538164,539999,"- Ain't no black superheroes.
- I'm on it."
160,540166,541584,"- Hi-ya!
(GRUNTS)"
161,544336,548007,"Yo. D'Andre, I think they're
the missing kids from the news."
162,548174,549508,"- How can you be so sure?
- Look."
163,550843,552887,"D'ANDRE: I don't know, man.
- Well, if it is the missing kids,"
164,553054,555174,"I'm gonna take that reward money,
and I'm gonna buy me"
165,555222,558225,"a yacht, fill it with cash,
bitches and a shark."
166,558392,559753,Why would you want to buy a shark?
167,559894,561812,Trust me... we're gonna need a shark.
168,566567,569195,"No, this can't be right."
169,570988,572990,(BEEPING)
170,575785,576994,(GRUNTING)
171,577161,579830,"(URINATING)
(GROANING)"
172,581665,582750,(RINGING)
173,582917,584335,"Hi, Mom. (SHRIEKS)"
174,585252,586921,I got to call you back.
175,588047,589965,"No baby, no baby, no baby, no baby."
176,590132,591133,(BEEPING)
177,591300,592780,"FEMALE VOICE: You're pregnant...
- No!"
178,592802,596722,"...with anticipation over
the outcome of this iPregnancy test,"
179,596889,599809,which has determined that you are...
180,599975,601352,You got to be kidding me.
181,603145,604230,"Oh, no."
182,604396,605940,Not pregnant.
183,606107,607983,"You dodged a bullet, you lucky slut."
184,608150,611070,"(SIGHS) Thank you, God. Sweet!"
185,612321,615407,Great news: They found my brother's kids.
186,615574,616826,"Oh, crap."
187,616992,619578,"MAN: We're very fortunate
the older one, Kathy, has retained"
188,619745,621205,most of her vocabulary.
189,621372,623499,The baby hasn't actually said a word.
190,623666,626961,"- Why not?
- Because he's a baby."
191,627128,630548,"They've been alone here
over three long months."
192,630714,635344,"I need to warn both of you
that this is not going to be easy."
193,635511,637596,I'm ready for it.
194,637763,640266,"- Hello.
- No, no. Wrong window."
195,640432,642935,Here's where the children are.
196,644728,647439,(PANTING)
197,647606,649650,"- What is she doing?
MAN: In order to survive"
198,649817,653279,"their extreme isolation, the girls
created an imaginary guardian,"
199,653445,657658,"a parent figure to feed them,
sing to them. They call her Mama."
200,657825,660452,But these may help you break through.
201,660619,662329,"And the Ritalin may help, as well."
202,662496,664748,"The proper dosage
for someone their age is..."
203,664915,666208,Wish me luck.
204,666375,668711,(CHILD PANTING)
205,670754,672256,"Hey, Lily."
206,678304,679972,"Oh, how cute."
207,682474,685644,"- OK.
- Kathy."
208,686270,688731,"It's OK, Kathy. Remember these?"
209,688898,691567,"You used to wear them
to help you see better."
210,698157,699658,"No, no, no!"
211,700826,703829,"Maybe we should get her
some contacts... the soft kind."
212,707583,709001,Daddy?
213,709919,712379,"No, sweetheart. Not Daddy."
214,712546,714173,I'm your Uncle Dan. Remember?
215,714340,715758,And this is Jody.
216,715925,717885,Jo... dy.
217,718052,720888,"Jody.
No pause between ""Jo"" and ""dy."""
218,721055,723015,Jo... dy.
219,723182,725601,"Dan, we're at an impasse.
I see constant conflict."
220,725768,727811,It's fine. They'll warm up to you.
221,727978,729355,(CHILD GROWLING) Ow!
222,729521,731982,"Hey, hey, hey, little lady,
that's not how..."
223,732149,733817,You little mother...!
224,737446,741033,"Well, everything checks out.
They seem like good kids, Doc."
225,741200,742493,"Just validate our parking.
We'll take them home."
226,742660,744912,"- Folks, I wish it were that easy.
- You don't validate?"
227,745079,747331,"I'm saying the kids
are not yours to take."
228,747498,749458,"Well, you can't win them all.
Let's skedaddle."
229,749625,753587,"That's not fair. They're my brother
Charlie's kids. We deserve them."
230,753754,757132,"Do you? Your wife plays in a punk rock
band, staying out all night long,"
231,757299,759969,"high on drugs, sleeping with
a different man every night."
232,760135,762888,"I don't think the courts
are gonna look upon that too favorably."
233,763055,764348,"- But...
- I was just messing with you."
234,764515,765795,"- The kids are yours.
- They are?"
235,765933,767494,"Did you hear that, honey? They're ours!"
236,767518,771105,"On one condition. This house is owned
by the Institute for Case Studies."
237,771272,773315,Every room is fully wired with cameras.
238,773482,776068,"If you move into the house,
you get the kids."
239,776235,779113,"Can't we just sell the house and put
the kids in a high-end orphanage?"
240,779280,781490,"Jody, do you really think
you're cut out to be a mom?"
241,781657,782658,Mm-mm. Mm-mm.
242,782825,784034,"- Of course she is.
- Dan!"
243,784201,787121,"Now, no more rock band,
no more silly wig."
244,787288,789373,It's not silly. It's all a part of me.
245,789540,791375,"- And no more tattoos.
- What are you doing?"
246,791542,794169,"What I had to.
We're a perfect suburban couple."
247,794336,799091,"NARRATOR: And so Dan and Jody headed to
their new house with their new children."
248,799258,802553,"But, like a slutty sorority girl
returning from spring break,"
249,802720,807266,"they were also bringing home
a hidden evil."
250,808517,811145,"JODY: All right, kids,
here's our new house."
251,811312,812938,And here's Uncle Dan.
252,813105,816275,Hi. Don't forget about mommy!
253,816442,820237,"Dan, I'm not their mommy.
They can call me Aunt Jody."
254,820404,822656,"- Or Jodes, J-Mom, Mrs. Sanders.
(PANTING)"
255,822823,824583,"Or, if they really want
to call me... Garage!"
256,826869,828370,"DAN: Here comes Jody and Aidan,"
257,828537,830217,"entering the house
for the very first time."
258,830289,833917,"This is where we're going to protect you
and make sure nothing bad..."
259,834084,835764,"Oh, my God, Aidan!
I'm sorry. I'm so sorry."
260,835794,837629,Maybe we should put him in the carrier.
261,837796,842009,"- There, see, that's better.
- Come on, Aidan. What, what, what?"
262,842176,844428,"- Relax, it's OK.
- Oh, my gosh."
263,844595,846430,"- Dan, I lost the baby!
- What?"
264,846597,849391,"Oh, my gosh, Aidan!
Aidan, where are you?!"
265,849558,850758,"- Aidan!
DAN: Where did you go?"
266,850851,855064,"Oh, there he is, OK. (SIGHING)"
267,855230,857107,DAN: Here's your sister Kathy.
268,857274,858609,"Oh, Aidan, it's OK."
269,858776,860577,"DAN: You've just got to talk
in a baby voice."
270,860652,863822,"- It doesn't even matter what you say.
- OK."
271,863989,866158,I'm your stepmommy.
272,867618,870037,I'm not your fricking mommy.
273,870204,872456,"- There you go, you're a natural.
(SNIFFING)"
274,872623,874666,"- What's that smell?
(BABY GROANING)"
275,874833,876251,(SCREAMING)
276,876418,879254,"DAN: Oh, my God, what do I do?
Oh, oh! Here, this, hold on!"
277,879421,882424,"(SCREAMING)
KATHY: Uncle Dan!"
278,882591,886220,"DAN: Kathy! Oh, sorry!
- Ow!"
279,886387,889932,"All right, there you go, sweetie."
280,890099,893435,"Is it chilly in here? I felt it
as soon as I entered the room."
281,893602,895687,"DAN: Feels fine. Hey, what are these?"
282,895854,898482,This is interesting. What is this?
283,898649,901235,"I don't know, Mama drew that one."
284,901402,904113,"Look, we drew this picture for Aidan."
285,907324,910411,"See? It's Aidan
on a rocket to the moon."
286,910577,914581,"- Oh. Sitting on a rocket.
- Where's Lily?"
287,914748,917126,(GROWLING)
288,918293,920379,"Oh, no, sweetie, the other end."
289,921296,922756,Ooh!
290,923882,926176,"Let's go introduce Aidan
to the rest of the family."
291,926343,927594,(SNIFFING)
292,928595,929596,(THUD)
293,930097,931390,"Oh, and there's
our furry family member."
294,931557,934101,"DAN: Yes, Maria.
JODY: No, Dan, Artie."
295,934268,936228,"DAN: Oh, yes, of course, our dog Artie."
296,936395,939314,"- Ay, the new baby. I make blessing.
- Oh."
297,939481,941316,(SPEAKING SPANISH)
298,946280,948157,"OK, OK, that's good, Maria."
299,949491,950993,"Oh, my gosh."
300,952953,954830,"NARRATOR: With three new kids
to care for,"
301,954997,957875,"Dan really needed
to start performing at work."
302,958041,961753,"Unfortunately he was having
some issues with a colleague."
303,961920,965466,"DAN: OK, Caesar, this is
the one, I can feel it."
304,967593,970888,"Eighty-one seconds? Oh, Caesar."
305,971054,973223,That's your worst time yet.
306,973390,975893,"You're doing even worse
on your creativity test."
307,976059,979605,"I mean, look at all the imaginative
things I made out of blocks."
308,979771,981190,Like this awesome plane.
309,981356,983025,(MAKING PLANE ENGINE SOUND)
310,984485,986069,(GRUNTS)
311,986904,990032,"Dan, do you have any results yet?"
312,990199,992826,"Oh, well, I've been injecting
the primates twice a day"
313,992993,996788,"with the I-13 intelligence drug.
I'm hoping in a week or so..."
314,996955,999958,"I hope Caesar is not just
a big waste of time and money."
315,1000125,1003754,"I'm the one responsible to the board.
Just show me one thing positive."
316,1004713,1007341,Look. They still throw their shit.
317,1007508,1009718,DAN: But now they can keep score.
318,1009885,1012262,(GRUNTING)
319,1012429,1015057,"We have to kick-start this thing.
When can we go to human trials?"
320,1015224,1017025,"We're close, but there's
an intermediate step."
321,1017142,1020562,"If the I-13 works
on these reality wives..."
322,1020729,1023774,"- You better check that shit.
- Who gonna check me, boo?"
323,1023941,1025067,(OVERLAPPING SHOUTS)
324,1025234,1027486,"(GRUNTS, SCREAMS)"
325,1032449,1034701,"We're pinning the future
of our lab on wild beasts."
326,1034868,1036703,They're not beasts.
327,1036870,1039248,"They have feelings, they have families."
328,1039414,1042167,"Males pee standing up,
females pee sitting down."
329,1042334,1044461,These apes are just like you.
330,1044628,1047506,"And me... you and me, blacks and whites."
331,1047673,1051009,"More like whites, of course.
We whites are a lighter shade of ape"
332,1051176,1054012,"whereas you are bla... dder infection,
we're all at risk."
333,1054179,1056348,"So, what were we talking
about again? Vaginas."
334,1056515,1057849,"- Shut up.
- Yes, of course."
335,1058016,1060394,"Caesar has got to show some human
intelligence at that board meeting..."
336,1060561,1063772,"Caesar's probably smarter
than half of those board members."
337,1063939,1065190,"- Dan...
- I know what you're going to say."
338,1065357,1068026,"""If he's so smart,
why is he in a cage?"""
339,1068819,1069861,You're in the cage.
340,1073323,1075867,(BASS GUITAR PLAYING)
341,1085544,1087045,What?
342,1088005,1089673,"- Oh, you're looking for this?
- Uh-huh."
343,1089840,1090841,It's my ballerina doll.
344,1091800,1093176,"- You made this?
- Mama did,"
345,1093343,1097472,"using twigs, moss, spiderwebs,
sparrow bones, lizard eyes,"
346,1097639,1100601,"- all held together with rat droppings.
- Oh, geez."
347,1107482,1109318,(ELECTRICITY SURGING)
348,1137512,1138555,(SCREAMS)
349,1144436,1147522,"(BASS NOTES PLAYING)
(VOCALIZING)"
350,1147689,1149149,(SCREAMS)
351,1150692,1153528,"Ah, ah, ah. What... what are you doing?"
352,1153695,1156156,"I just can't deal with these kids.
They're creepy."
353,1156323,1157491,We should just take 'em back.
354,1157658,1160952,"Maybe you guys just need
to find some common ground."
355,1161119,1163439,"What about that ballerina doll
Kathy's always playing with?"
356,1164289,1166124,I don't want to talk about the ballet.
357,1167292,1169419,I saw what the ballet did to my mom.
358,1170212,1172089,She became obsessed.
359,1172255,1175884,"She even danced the swan
while she was pregnant with me."
360,1176051,1177844,(CLASSICAL MUSIC PLAYS)
361,1179846,1182140,"- Boo, ray, boo!
- Shh!"
362,1182307,1185352,"Shh. Hell. You better sit back
before I punch you in your damn throat."
363,1185519,1186520,We're trying to enjoy the show.
364,1186687,1190440,"You go on... shh... shh me again.
I double-dog dare you, hell."
365,1190607,1192567,Better ask somebody who I am.
366,1197781,1199991,"(AUDIENCE EXCLAIMS)
(GASPS)"
367,1200742,1202869,"(TUBA PLAYS NOTE)
(AUDIENCE EXCLAIMING)"
368,1203036,1204705,"- Whoa!
(AUDIENCE BOOING)"
369,1205539,1208083,"(TUBA SQUAWKS)
MAN: Got it."
370,1210001,1211586,Mom was never the same.
371,1213004,1216341,"That's unlikely
to ever happen again, ever."
372,1216508,1219845,"Just give it a shot.
Look what I found earlier."
373,1220011,1221471,"I mean, I know
it's just a local production."
374,1221638,1226226,"But could be something for you
and Kathy to talk about, could be fun."
375,1226393,1229062,"- You really think so?
- Yes."
376,1229229,1232524,"Well, I suppose I could check it out."
377,1232691,1235777,"OK. But the minute it becomes
too difficult, I'm giving up."
378,1236570,1237696,That's the spirit.
379,1251251,1253712,"NARRATOR: Even though Jody
only returned to the ballet"
380,1253879,1255464,"to connect with the girls,"
381,1255630,1259468,"as she got closer she couldn't help
but get excited at the prospect"
382,1259634,1262804,of becoming the Swan Queen.
383,1262971,1265182,"This season we open with ""Swan Lake."""
384,1265348,1267388,"As you all know, this piece
has the most challenging"
385,1267517,1271605,"and demanding role in all
of ballet... the Swan Queen."
386,1271772,1273315,"NARRATOR: Sizing up her competition,"
387,1273482,1276234,"Jody knew the battle
would be a tough one."
388,1276401,1278361,The white and the black.
389,1278528,1281531,"Fortunately we have with us
prima ballerina and the lead"
390,1281698,1285786,"in my last 146 productions...
Heather Darcy."
391,1285952,1287913,(CLAPPING)
392,1288079,1290832,"Ah, the seasoned professional."
393,1290999,1293418,"The still brilliant,
crusty, old, weathered,"
394,1293585,1297756,"leather-faced elder statesman of ballet
to whom these young girls,"
395,1297923,1300759,"less experienced,
more beautiful and delicious,"
396,1300926,1304721,"but still very raw ballerina hopefuls,
look up."
397,1304888,1308475,"Show these far more desirable children
how it's done, huh?"
398,1309476,1311645,"- Music!
(CLASSICAL MUSIC PLAYS ON PIANO)"
399,1317734,1319214,Try that thing where you are skipping
400,1319319,1321446,"and you hop and you spread
your legs a little bit."
401,1324908,1327285,"JODY: Look at that form,
that technique."
402,1327452,1329079,I'll never be that good.
403,1330455,1331790,"I'm Jody, by the way."
404,1331957,1333875,Kendra.
405,1335460,1337963,"- Are you going to try out?
- Me?"
406,1338129,1341424,"Oh, I don't know.
I mean, I like to dance, but I just..."
407,1341591,1343301,"I don't like to be the
center of attention."
408,1344010,1346429,"MAN: OK, who's next?
- Oh, food."
409,1346596,1347973,"- Huh?
(HIP-HOP PLAYS)"
410,1362779,1365824,"It is as if I am seeing ballet
for the first time."
411,1366533,1367826,That's not ballet.
412,1373248,1375458,"MAN: The passion, the sensuality."
413,1375625,1378879,"An ass that makes you want to
crawl inside and take up residence."
414,1381089,1383508,I can show passion.
415,1384259,1385343,"Oh, yeah."
416,1386803,1389139,"Oh, yeah, oh, yeah, oh."
417,1389306,1392225,"NARRATOR: Jody certainly had
her work cut out for her."
418,1392809,1395353,That Kendra chick was smokin'.
419,1395520,1397188,Do you accept euros?
420,1411286,1414581,"(GROANING ECHOES, POTS CLANG)"
421,1415790,1417000,(LOUD CLANG)
422,1427052,1430221,"Kathy, Lily, Aidan?"
423,1437562,1438772,(SIGHS)
424,1444194,1445236,"- Jody? Ah!
(SCREAMS)"
425,1445403,1446905,"Oh, sweetie, I'm so sorry."
426,1447489,1449199,"- I'm so sorry.
- I'm fine."
427,1449366,1450617,It was on the floor.
428,1450784,1454079,"Ah, probably a screw loose.
I'll fix it."
429,1456206,1457707,"I feel like there's
something in this house."
430,1457874,1458875,Like What?
431,1459042,1462921,"Like I feel hot, clammy,
foul-smelling breath on my neck."
432,1463630,1464506,(SHUDDERS)
433,1464673,1468093,"You need call psychic.
Kill bad spirits."
434,1468259,1471262,"- Ugh.
- No, Maria, enough of this stuff."
435,1471429,1474557,"OK, then I do blessing,
I protect house."
436,1477435,1479729,"Honey, you really need to relax."
437,1480563,1482440,"You're just stressed out
about the children."
438,1482607,1485443,"No, it's this house. I... I feel it."
439,1485610,1488905,"And Maria's a little off. I mean,
honestly do you really trust her?"
440,1489072,1492367,"Oh, honey, don't worry,
she couldn't hurt a fly."
441,1492534,1494375,"Look, you have a big day
ahead of you tomorrow."
442,1494452,1496788,"Let's just get you some sleep, OK?"
443,1498581,1499749,Love you.
444,1504045,1506589,"DAN: I don't believe this...
our whole house ransacked."
445,1506756,1509050,"You leave the house unattended
with the doors unlocked"
446,1509217,1510468,and look what happens.
447,1510635,1513346,"They didn't take anything.
It's just vandalism."
448,1513513,1515765,"Every room except
the kids' rooms was trashed."
449,1515932,1516933,So you suspect the kids?
450,1517100,1519394,It was Mama. Mama did it.
451,1519561,1522856,"She hates this house.
She hates you."
452,1525191,1528945,"OK, Maria, this is camera.
Necesito filming."
453,1529112,1530989,"Thank you for helping me
clean up, sweetie."
454,1531156,1533950,"Oh, hey, been looking
all over for this thing."
455,1534117,1535827,"- Still got it...
(CHILD SCREAMS)"
456,1535994,1538496,"I'm sorry! God, help, honey!"
457,1538663,1542250,"Maria, honey, help! Geez!
Maria, put the camera..."
458,1542417,1545003,"JODY: Oh, look at this."
459,1545170,1547547,"Mom coaching me
when I was a little girl."
460,1547714,1551217,"- Aw...
- Always applying the guilt trip."
461,1551384,1553136,That got me the lead.
462,1554846,1556431,"(BABY CRYING)
KATHY: Look, Maria."
463,1556598,1558975,"Maria, look what I found. What is this?"
464,1559142,1563938,"Oh, uh, that's... a new type
of electric toothbrush."
465,1565231,1567525,"Vibrations knock the tartar
off your teeth."
466,1568359,1570820,"- Look, a whole box of toothbrushes.
DAN: Whoa."
467,1570987,1573156,"- This black one is huge.
- OK."
468,1573323,1575867,"- And look, here's a double-sided one.
- All right."
469,1576034,1578078,And one that I can strap on to my face.
470,1578244,1580371,Nope. Put that over here.
471,1580538,1583333,"Uncle Dan, what is this?
Beaded floss?"
472,1583500,1585585,"That's grown-up floss, honey."
473,1585752,1588338,(GROANS) Graffiti!
474,1588505,1590590,Did you see this?
475,1590757,1593927,"Who does that?
What are we...? Maria."
476,1594094,1597972,"- Maria, por favor.
(MARIA EXCLAIMS IN SPANISH)"
477,1598139,1601768,"Miss Jody, Miss Jody,
you call this man... Mr. Blaine."
478,1601935,1603895,He helped my sister.
479,1604062,1606481,"- This is a psychic.
- Si, he'll help you."
480,1606648,1608441,"No, what we really need
are more security cameras."
481,1608608,1612654,"Uncle Dan. You know, these toothbrushes
look an awful lot like dildos."
482,1639222,1640223,Ow!
483,1642100,1644102,"(GROANING, SCREAMING)"
484,1644269,1645770,(SIREN BLARING)
485,1661494,1663538,"(CHOKING, GAGGING)"
486,1681181,1682807,"(ELECTRICITY SURGING)
(SCREAMING)"
487,1687020,1690315,(SIREN WAILING)
488,1696112,1698781,(CHILDREN LAUGHING)
489,1701075,1703036,"GIRL: This is fun, Mama."
490,1703203,1704954,(LAUGHTER CONTINUES)
491,1714130,1715340,You're still awake?
492,1716716,1717926,"All right, listen, guys, it's just us"
493,1718092,1719852,"until Uncle Dan comes back
from the hospital."
494,1719969,1722263,"I don't like it,
you don't like it, I don't like it."
495,1722430,1724807,"Now go to sleep. I have to be up
early for ballet tomorrow."
496,1731022,1734400,"- You really like ballet, don't you?
- Yeah, but I don't want you to go."
497,1734567,1735610,Why?
498,1735777,1737862,"Mama says you're going
to have an accident."
499,1738029,1742200,"Oh, OK. Is this the same Mama
who trashed the house?"
500,1742367,1744327,"Basically, yes."
501,1745036,1746454,(GROANING)
502,1750500,1751960,Don't go in there.
503,1752961,1753878,I wasn't going to.
504,1754128,1755338,Just don't.
505,1755505,1758174,"It's my house, I can if I want."
506,1758341,1759509,I wouldn't.
507,1759676,1761344,"- Would.
- Wouldn't."
508,1761511,1763346,"- Would, too.
- Would not."
509,1763513,1766516,"You know what? I'm the adult.
You're not the boss of me."
510,1766683,1767684,Don't.
511,1789414,1793584,"(GRUNTING) I told you
not to let anyone in!"
512,1793751,1795086,(FLATULENCE)
513,1797046,1800383,"(SCREAMING)
(CLATTERING)"
514,1800550,1802260,NARRATOR: And so Jody was...
515,1802427,1804887,"Oh, my God, I just smelled that."
516,1805054,1807015,"It just got to me, yeah."
517,1807181,1808808,And so Jody was...
518,1808975,1810935,"Oh, no, I... I'm sorry,
you have to excuse me."
519,1811102,1812228,I got to get some fresh air.
520,1812395,1814397,"The next section
should explain itself."
521,1825616,1827744,(VACUUM STARTS)
522,1828953,1830705,"MAN: All right, attention."
523,1830872,1832498,I do not wish to repeat myself.
524,1832665,1835293,"I repeat, I do not wish
to repeat myself."
525,1835460,1837587,"I require the sweater
I wear as a scarf."
526,1837754,1839088,(SPEAKS FOREIGN LANGUAGE)
