Number,StartMilliseconds,EndMilliseconds,Text
1,78184,81620,"A hundred years ago,
all was right with our world."
2,81754,84723,Prosperity and peace filled our days.
3,84857,86381,The Four Nations:
4,86526,92362,"Water, Earth, Fire and Air Nomads
lived amongst each other in harmony."
5,92498,97231,"Great respect was afforded to all those
who could bend their natural element."
6,97370,101363,"The Avatar was the only person
born amongst all the nations"
7,101507,104237,who could master all four elements.
8,104377,108313,"He was the only one who could
communicate with the Spirit world."
9,108448,112976,"With the Spirits'guidance,
the Avatar kept balance in the world."
10,113786,117722,"And then, a hundred years ago,
he just disappeared."
11,154427,156361,I'm sorry. I'm sorry!
12,156496,158464,"Hey, I'm sorry.
I'm sorry, I'm sorry, I'm sorry!"
13,158598,162557,"I'm sorry! I'm sorry! Hey!
It worked better that time."
14,162702,166160,I thought about Mom. Isn't that strange?
15,167440,170432,Yeah. I guess so.
16,170776,175042,"Just stop doing that stuff around me.
I always get wet."
17,178618,181644,"My brother and I live
in the Southern water Tribe,"
18,181787,186383,"which was once a big city.
Our father is off fighting in The war."
19,186726,189854,"My mother was taken prisoner
and killed when I was young."
20,190530,193988,"In this time of war, food is scarce."
21,194133,196294,"My brother and I often
go hunting for food,"
22,196435,200633,"but, unfortunately, my brother
isn't the best hunter in the world."
23,205311,207472,"- Tiger seal.
- Are you sure?"
24,231237,232829,I did everything Dad said to do.
25,232972,235338,"I watched which side of the fin tracks
are more indented."
26,235474,236941,"That shows which
direction they're going."
27,237076,240773,"I saw how long the drag skids are.
That shows you how fast they're going."
28,249155,250782,There's something under there.
29,265204,268537,"It's a cave-in!
Move away from the cracks!"
30,296168,301265,"Katara, don't go near it.
This is probably some Fire Nation trick."
31,302074,305066,Just back away really slow.
32,311083,313244,Katara! Do not hit that sphere!
33,328467,329957,"Uncle, look!"
34,370476,371909,Is he breathing?
35,375181,377741,"Did you see that light
shoot into the sky?"
36,378384,379578,What's your name?
37,380653,384646,"How did you get here?
How did you get in the ice?"
38,385491,387152,He's exhausted.
39,388494,390655,We need to get him back to the village.
40,397737,398726,What is this thing?
41,403743,405404,It's trying to eat me!
42,413385,415285,Look. See?
43,426799,428426,How'd you get all the way out here?
44,429201,430600,I ran away from home.
45,431137,434732,"We got in a storm. We were forced
under the water of the ocean."
46,434874,436603,I see.
47,436742,439438,It wasn't very smart. I was just upset.
48,440446,442380,"- Thanks for saving me.
- Lucky."
49,442982,445951,"I probably should get home.
They'll all be worried."
50,446085,449213,"- You're not still upset?
- Not as much as I was."
51,467072,468198,The Fire Nation is here.
52,468340,470205,"- What?
- And they brought their machines."
53,472378,474744,"Don't come out
till I tell you it's safe."
54,476549,480508,"- Is something wrong?
- No. Please wait here."
55,480653,484145,"- Hurry, now!
- Secure the area!"
56,495968,498061,"It can't be coincidence
that we break him out of the ice,"
57,498204,501765,"light shoots into the sky and now the
Fire Nation is here with their machines."
58,513152,515120,"Sokka, don't."
59,524263,526197,I am Prince Zuko...
60,526765,530963,"...son of Fire Lord Ozai
and heir to the throne!"
61,532705,535265,Bring me all your elderly!
62,535407,537238,"- Papa!
- Move!"
63,537376,538434,Yeah?
64,542381,543643,Grandma!
65,548387,550981,Please don't... don't harm him!
66,552291,553656,Come on!
67,558330,559991,"Katara, don't."
68,560566,563228,"- Form a line!
- Come on!"
69,567506,568700,Here.
70,569575,570769,Hey.
71,584423,586118,Grammy!
72,588594,589925,You're scaring these people.
73,597803,599862,Who are you? what's your name?!
74,600005,603031,"- I don't need to tell you anything.
- Firebenders!"
75,608180,610045,I'm taking you to my ship.
76,610549,614383,"If you don't come,
I'll burn down this village."
77,615020,618478,"I'll go with you.
Don't hurt anyone."
78,633906,636500,"They were looking for someone old
and they were looking for someone"
79,636642,638337,With the same markings the boy had.
80,638477,641742,"They dragged Mom away
the same way when we were babies."
81,641880,645213,"She wouldn't have watched us being
taken away. She would have fought."
82,645351,648878,"We found that boy. He's our
responsibility. We should fight."
83,650089,652785,"What would you do
if they tried to take me away?"
84,652925,654415,I'd kill them all.
85,655894,658522,"- Why?
- Because you're my sister."
86,659198,661860,"Because Dad told me
to protect you with my life."
87,663769,668968,"Because I'm your responsibility.
And this boy is our responsibility."
88,672511,676504,"What do you want us to do, Katara?
How are we supposed to save him?"
89,676648,679048,"They're on a ship.
We'd need a miracle to catch them."
90,679184,682176,"I know you think everything's
going to work out, but I don't."
91,697636,700127,His bison creature thing floats.
92,720926,722052,What do you want with me?
93,723495,726828,"My nephew wants me to perform
a little test on you."
94,729168,732296,"- What kind of test?
- I assure you, it won't hurt."
95,732438,735930,"I've performed it hundreds of times.
It only takes a few moments."
96,736075,737599,And then you're free to go.
97,739678,742545,"Would you mind if I put a few things
in front of you at the table?"
98,743182,745173,It will only take a moment.
99,746118,747745,That's all you want?
100,747886,751083,"My name is Iroh,
and you have my word."
101,752891,754825,"Grandma, I know
you're gonna try to stop us,"
102,754960,757758,"- but this is just something I need...
- Sit down."
103,759364,763460,"I knew from the first time
We discovered you were a Bender,"
104,763602,766537,"that one day,
I would realize your destiny."
105,767439,772206,"There hasn't been a waterbender
in the Southern water Tribe"
106,772344,775245,since my friend Hama was taken away.
107,776882,780545,"Today, I found out that destiny."
108,781587,783214,Did you see that boy's tattoos?
109,784156,787557,"Tattoos like that haven't
been seen in over a century."
110,788560,792155,I believe they are Airbending tattoos.
111,792531,794396,How can that be?
112,794533,799561,"I believe that little boy
might be the Avatar."
113,802407,807936,"Once, a long time ago,
the Spirit world kept balance over us."
114,808080,810105,"What is the Spirit world, Grandma?"
115,810249,813275,"It's not a place made up
of things you can touch."
116,813418,816148,"But it exists, nonetheless."
117,817389,822258,"It is filled with the most amazing forms
of dazzling creatures..."
118,822761,828358,"...that exist in the most
exotic valleys, mountains and forests."
119,829268,833034,Each of these creatures is a Spirit.
120,833172,835697,"They've watched over us
since the beginning."
121,835841,840505,"They have guided us. And only
the Avatar can go speak to them."
122,840646,842375,Aren't there Spirits here?
123,842614,846448,"Yes, there are some Spirits
that live hidden among us,"
124,846585,849850,"sure they're watching us
With great sadness..."
125,851456,856018,"The Fire Nation doesn't wish
to live by the Spirits."
126,856161,859619,"That's why they're so frightened
by the existence of the Avatar."
127,860132,863590,"- What can he do?
- With his mastery of the four elements,"
128,863735,867637,he will begin to change hearts.
129,868640,872974,"And it is in the heart
that all wars are won."
130,875814,878806,"Now, go help this boy."
131,880219,881880,He will need you tWo.
132,883488,886150,And we all need him.
133,948754,951621,You are my prisoner...
134,952724,954385,...Airbender.
135,956662,958220,I'm taking you back to the Fire Nation.
136,958630,961098,"- You said...
- I apologize."
137,961233,963167,I should have explained further.
138,963302,968239,"If you failed the test, as all others
did, you were free to leave."
139,968373,973333,"But, as it turns out, you are
the only one in the entire world"
140,973478,975378,Who could pass this test.
141,976748,978978,"It is truly an honor
to be in your presence."
142,980852,983582,"Don't even try to escape.
This is a warship!"
143,988694,990093,Stop! There's no way you can...
144,1029201,1031465,Don't move! You have nowhere to run!
145,1031770,1032759,Halt!
146,1033372,1034862,Don't let him escape!
147,1035307,1036296,Get him!
148,1058730,1060493,Thanks for bringing Appa to me.
149,1060632,1063658,"The Fire Nation is up to something.
I have to go back now."
150,1063802,1066896,"- We'll come with you.
- I can take you back to the village."
151,1069007,1070167,We're going with you.
152,1073278,1075405,You found the Avatar.
153,1077249,1080582,"For a moment, I had my honor back."
154,1082087,1087423,"Your destinies are tied, Zuko.
That, you can be sure of."
155,1093365,1097358,"Aang flew us to his home. He told us
how he left there in a storm on Appa,"
156,1097602,1100435,"and got forced into the ocean
where they almost drowned."
157,1100572,1103336,"Aang Airbended a sphere around them,
and ice formed."
158,1103475,1105943,"And he couldn't remember
anything after that."
159,1106111,1109444,"Hey, Chinto! Monae! I'm back!"
160,1109781,1112875,"Hey, guys! I want you to meet someone!"
161,1113785,1115446,This is where you live?
162,1115587,1117782,"They must be playing some trick
or something."
163,1117923,1120790,"Monk Gyatso is gonna try and jump out
and scare me at any moment."
164,1121259,1123193,He's the teacher responsible for me.
165,1125764,1127391,He's kind of like my father.
166,1128300,1131463,"- Is it OK if you tell me your name?
- The monks named me Aang."
167,1133472,1136134,"OK, guys! Enough!"
168,1138477,1141310,"Spider-rat!
They're poisonous! Get behind me."
