Number,StartMilliseconds,EndMilliseconds,Text
1,41667,43084,(MUSIC PLAYING)
2,155906,157657,"KATE: Ana, take my car."
3,158951,160243,"I gave you the recorder,
right?"
4,161745,162870,"Oh, yes."
5,162955,164831,"And you have
all the questions?"
6,164915,165915,Yes.
7,165958,166958,"And you know
where you're going?"
8,167042,168584,"Yes, I do have a GPS."
9,168794,170253,And a 4.0 GPA.
10,170420,171796,I can figure it out.
11,171922,172922,Are you wearing that?
12,174675,176926,"Okay, maybe a little
less talking,"
13,177094,178594,more eating.
14,178762,179962,"(KATE CHUCKLES)
How about that?"
15,196446,197864,Wow.
16,220220,221596,(ELEVATOR BELL CHIMES)
17,227936,228936,Miss Kavanagh?
18,230439,232106,May I take your coat?
19,232274,233649,Oh. Yeah. Um...
20,234693,236360,"She's...
Okay, so..."
21,236570,238029,Mr. Grey will see you now.
22,238113,239405,Okay.
23,239489,240698,"This way, please."
24,240866,244577,"Okay.
RECEPTIONIST: Mr. Grey has
a conference call at 11:15."
25,252669,254170,Right this way.
26,257257,258257,(GASPS)
27,258592,259926,(PEN CLATTERING)
28,262137,263346,Miss Kavanagh.
29,264681,265723,Are you all right?
30,269394,270811,Christian Grey.
31,270979,272521,I'm Anastasia Steele.
32,273732,277026,"Um, Miss Kavanagh has the flu,
so she asked me to fill in."
33,277194,278319,I see.
34,278445,279965,"So, you're studying
journalism as well."
35,280155,282365,"No, English Lit."
36,282616,283616,Um...
37,284034,285159,Kate's my roommate.
38,285994,287536,"As I said,
I only have 10 minutes."
39,287704,289205,"Please, have a seat,
Miss Steele."
40,297422,298464,(RECORDER BEEPS)
41,298548,299757,Okay.
42,315941,317108,Thank you.
43,317985,318985,(EXHALES)
44,319403,320695,(CLEARS THROAT)
45,321113,322113,Ready?
46,323573,324699,Whenever you are.
47,325033,326951,Okay. Um...
48,327035,329328,"So, this is for the special
graduation issue"
49,329413,330413,of the student newspaper.
50,330580,333791,"Yes, I'm giving
the commencement address
at this year's ceremony."
51,333875,334917,You are?
52,336753,337962,"I mean, um..."
53,340132,341632,I know.
54,341925,343384,(CLEARS THROAT)
55,344094,346971,"Uh...""You are very
young to have amassed
such an empire."
56,347055,348055,"""To what do you owe your..."""
57,348140,350057,"To what do I owe
my success?"
58,351143,352476,Yep.
59,352936,353978,Seriously?
60,354146,355438,Yes.
61,357816,359066,Business is about people.
62,360569,362737,"And I've always
been good at people."
63,363238,365489,"What motivates them,
what incentivizes them,"
64,365657,367116,what inspires them.
65,368493,370578,"Um, maybe you're
just lucky."
66,371455,372455,(SNICKERS)
67,372998,375374,"I've always found
that the harder I work,"
68,375459,377501,"the more luck
I seem to have."
69,377669,381255,"The key to my success
has been in identifying
talented individuals"
70,381423,383591,"and harnessing
their efforts."
71,383759,385134,"So, you're a control freak?"
72,385302,388763,"Oh, I exercise control in
all things, Miss Steele."
73,391975,393309,Okay. Um...
74,394144,397063,"""Your company is
involved primarily"
75,397147,399440,"""in the telecommunications
sector,"
76,400650,403277,"""yet you also
invest in numerous
agricultural projects,"
77,403445,404695,"""including several in Africa."
78,404780,406989,"""Is that something
that you feel
passionate about?"
79,407365,409033,"""Feeding the world's poor?"""
80,409201,410743,It's smart business.
81,412829,414163,You don't agree?
82,416541,418501,"I don't know
enough about it."
83,423507,425299,I just wonder if
84,425383,429136,"perhaps your heart
might be a bit bigger
than you want to let on?"
85,430472,433349,"There are some people
who say that I don't
have a heart at all."
86,433892,435059,Why would they say that?
87,435227,436894,Because they know me well.
88,439481,440481,"Go on.
(CLEARS THROAT)"
89,442734,445027,"Um...""Do you have any
interests outside of work?"""
90,445904,448364,"I enjoy various
physical pursuits."
91,449032,450157,You're unmarried.
92,450242,451242,Oh.
93,451409,453202,You were adopted at age four.
94,453537,455037,"That's a matter
of public record."
95,456540,458582,"I'm sorry, I didn't..."
96,459000,462545,"Do you have an actual
question, Miss Steele?"
97,463547,465047,"Yeah, sorry."
98,466091,467883,"""Are you gay?"""
99,471555,472930,(CHUCKLES NERVOUSLY)
100,473223,475057,"It's written here,
I'm just..."
101,476268,478394,"No, Anastasia."
102,478562,479603,I'm not gay.
103,480689,483399,"I apologize, Mr. Grey.
Kate can be a little..."
104,483567,484567,Intrusive?
105,486945,487945,Curious.
106,493785,495035,What about you?
107,498540,501917,"Why don't you ask me
something that
you want to know?"
108,505797,508799,"Earlier, you said that
there are some people
who know you well."
109,512345,514972,"Why do I get
the feeling that,
that is not true?"
110,516391,517391,(DOOR OPENS)
111,517934,520054,"Mr. Grey, your next meeting
is in the conference room."
112,520061,522021,"Cancel, please.
We're not finished here."
113,522272,523397,"Yes, sir."
114,523565,525107,"No... I'm...
(STAMMERS)"
115,525275,526609,I can go. It's fine.
116,526776,528777,"I would like to
know more about you."
117,531615,533616,"There's really not much
to know about me."
118,533992,535951,"You said you're
an English major?"
119,536453,538370,"Tell me,
was it Charlotte Brontë,"
120,538455,539788,"Jane Austen,
or Thomas Hardy"
121,539956,543083,"who first made you
fall in love
with literature?"
122,544961,545961,Hardy.
123,548840,550466,"I would have guessed
Jane Austen."
124,553261,554970,"What are your plans
after you graduate?"
125,555138,557473,"I'm just trying to
get through finals right now."
126,557599,558599,And then?
127,558642,561977,"And then I was planning
on moving here, to Seattle,"
128,562145,563479,with Kate.
129,563647,565856,"We offer an excellent
internship program."
130,568568,570444,"I don't think
I'd fit in here."
131,572989,573989,(LAUGHS)
132,575825,577159,Look at me.
133,579037,580496,I am.
134,585835,587711,"I hope you got
everything you needed."
135,588296,590839,"I... I think you only
answered four questions."
136,591007,592007,(ELEVATOR BELL CHIMES)
137,598473,599807,Anastasia.
138,600058,601558,Christian.
139,607816,608816,(PANTING)
140,611528,613070,Holy cow.
141,626876,628961,(MUSIC PLAYING OVER SPEAKER)
142,629045,630045,Um...
143,630130,631170,Before you say anything...
144,631548,632756,"You're a goddess.
This is perfect."
145,632841,633924,What?
146,634092,637261,"I just got his e-mail.
He answered every question."
147,638096,640014,"So, what was he like?"
148,640098,641098,Um...
149,643435,644435,He was fine.
150,645979,647146,"""Fine""?"
151,647897,648897,Just fine?
152,649733,652943,"Um, he was really polite,"
153,653111,656447,"and he was courteous,"
154,657782,660284,"and very formal,"
155,660994,662619,and clean.
156,663079,664371,"""Clean""?"
157,666916,670127,"I mean, he was very smart."
158,670295,672629,And intense.
159,673381,675299,It was kind of intimidating.
160,676760,678510,"I can understand
the fascination."
161,678595,679595,Uh-huh.
162,680555,682598,"(CHUCKLING) Why are you
looking at me like that?"
163,683224,684391,Like what?
164,684559,686143,Okay.
165,687937,689617,"I'm gonna make a sandwich.
Do you want one?"
166,689647,690773,"No, thanks."
167,690982,692232,(KEYS CLACKING)
168,696571,698906,"You have to admit,
he's ridiculously hot."
169,699074,700908,I'm sure if you
170,702619,707623,"are attracted to that
sort of human, then..."
171,707957,710834,"The hot type of human?
(CHUCKLES)"
172,711294,714338,"I asked him if he was gay.
That was in your questions."
173,714506,715631,"Why would you
do that to me?"
174,715799,717925,"Because whenever he's
in the society pages,"
175,718093,720761,"he's never been
photographed with a woman.
So, naturally..."
176,720929,723449,"Well, maybe he just
wants to keep his
private life private, Kate."
177,723473,725307,And now you're defending him.
178,725683,727935,"I'm terminating
this conversation."
179,729604,731480,"Too bad we don't have
some original stills"
180,731648,735442,"of your hot, clean
27-year-old billionaire."
181,735610,737410,"The camera loves him
almost as much as you do."
182,738655,741281,"Okay, I wasn't hungry,
but now I am."
183,742492,743784,Thank you.
184,744869,746620,I love you.
185,764722,766140,"""I declared
I could not change,"
186,766224,767975,"""yet you tell me to my face"
187,768560,770227,"""I shall change soon."
188,771688,774273,"""And what a distortion
in your judgment,"
189,774357,777526,"""what a perversity
in your ideas..."""
190,777694,779361,"(PROFESSOR SPEAKING
INDISTINCTLY)"
191,788246,790998,"Ana. I've been
looking for you.
What's up?"
192,791082,792166,"Guess what.
What?"
193,792250,796003,"Portland Place is going
to exhibit my photographs
next month."
194,796171,798005,"Oh, my God.
(BOTH LAUGHING)"
195,798173,800549,"Congratulations!
That's so good!"
196,800717,802217,"Solo show, corazón."
197,802385,804052,"Can we celebrate later?
Because I'm really late
for work."
198,804220,805888,"Yeah, yeah, yeah.
You got it.
But, um..."
199,806848,807890,Hold on.
200,808850,809850,Thank you.
201,810351,811602,You're my hero.
202,811686,812686,JOSÉ: I'll see you later.
203,812729,813729,ANASTASIA: Okay.
204,814564,816064,(CAR ENGINE STARTING)
205,819903,821945,(CELL PHONE RINGING)
206,822113,823780,"ANASTASIA: Mom, I'm at work.
Can I call you back?"
207,823948,825866,"CARLA: Oh, no, wait.
I called for a reason."
208,826034,828452,"Bob broke his foot
playing golf,
of all things."
209,828620,830913,"God. Is he okay?
Is he in a lot of pain?"
210,831080,832120,Who can tell with the man?
211,832165,833707,"He calls the paramedics
for a blister."
212,833875,837920,"It means, though,
we won't be able
to fly in for graduation."
213,839214,840547,Really?
214,841758,844134,"You don't wanna
just come alone?
You don't have to bring Bob."
215,844552,846845,"Ah. And leave Tiger Woods
to fend for himself?"
216,847555,849389,"You do understand.
Don't you, darling?"
217,849557,851767,"Yeah. Yeah, it's fine."
218,852602,854102,"Um, I really
have to go, okay?"
219,854270,855395,"I love you, Ana."
220,855563,857147,"I know. I love you, too."
221,858316,859441,"Oh, God."
222,859609,860609,PAUL: Ana.
223,861569,862986,"Could you give me
a hand out back?"
224,863154,865113,"Uh, yeah.
I'll be right there."
225,872705,873705,(GASPS)
226,875208,876208,I thought it was you.
227,876626,877834,What the...
228,878002,879962,"What a pleasant surprise,
Miss Steele."
229,880964,882589,"Just ""Ana."" (CLEARS THROAT)"
230,882674,883924,"Just ""Ana."""
231,884092,885092,You're in here.
232,885260,887261,"I was in the area
on business."
233,887345,888804,"I needed to pick
up a few things."
234,889097,890305,Are you free?
235,891099,892307,Yeah.
236,893476,894601,What can I help you with?
237,895353,896812,Do you stock cable ties?
238,897272,899106,"Cable ties, yes. We do."
239,899941,901483,"I can show you,
if you want."
240,902360,903986,"Please lead the way,
Miss Steele."
241,904487,905862,"Just ""Ana."""
242,910868,912327,Is that it?
243,912495,913870,Masking tape.
244,914497,915998,Are you redecorating?
245,916165,917666,No.
246,917959,922212,"Um, we have two-inch
and one-inch."
247,922380,924506,"But the truly
self-respecting handyman"
248,924591,926466,"will have both
in his toolbox."
249,926843,927883,"Of course he will.
Mmm-hmm."
250,928177,930512,"It's rare to find
a connoisseur these days."
251,931723,933849,Do you want anything else?
252,934142,935517,Yes.
