Number,StartMilliseconds,EndMilliseconds,Text
1,27087,29173,The world we live in.
2,30299,33469,"It's so wondrous, mysterious,"
3,33594,36097,even magical.
4,36222,39141,"No. No, not that world."
5,39266,42060,I meant this one.
6,42186,43938,The smartphone.
7,44063,46482,"Each system and
program and app"
8,46608,49235,"is its own little planet
of perfect technology,"
9,49360,51905,"all providing
services so necessary,"
10,52030,54866,"so crucial,
so unbelievably profound."
11,55033,57202,"Look who
just sent me a text."
12,57327,58578,Addie McAllister?
13,58703,61040,"Must be a mistake.
Or a joke. Or a scam."
14,61206,62582,"Don't send her your
Social Security number."
15,62707,64377,Dude.
16,64544,65670,She's right there.
17,65795,68213,"That's our user, Alex."
18,68339,70049,"And, like every
freshman in high school,"
19,70174,73803,"his whole life, everything,
revolves around his phone."
20,79392,82854,"And, as the pace of life
gets faster and faster..."
21,82979,84564,Phones down in five.
22,84730,86942,"And attention spans
get shorter and shorter and..."
23,87067,89069,"You're probably not even
listening to me right now."
24,89236,92739,"Who has the time to
type out actual words?"
25,92906,94908,"And that's where we come in,"
26,95075,97661,"the most important invention in
the history of communication..."
27,101040,103375,Emojis.
28,103500,105211,That's my home.
29,105336,106713,Textopolis.
30,109340,111300,"Here, each of us
does one thing,"
31,111426,114346,"and we have to
nail it every time."
32,114471,116180,The Christmas Tree just has to
33,116305,117807,stand there all festive.
34,117932,119141,Merry Christmas.
35,119267,120978,"It's still
September, Tim."
36,121103,122187,The Princesses...
37,122229,123271,I am so pretty.
38,123438,125565,"They just got to wear their crowns
and keep their hair combed."
39,125690,127109,"You guys, we are so pretty."
40,129569,131279,"Devil, Poop, Thumbs Up."
41,131447,132531,"They just show up,
and they're good to go."
42,134157,136660,"But for the faces,
the pressure is on."
43,136785,139622,"Crier always has to cry, even
if he's just won the lottery."
44,139788,142416,Hooray! I'm a billionaire!
45,142541,144210,"The Laugher
is always laughing,"
46,144335,146462,"even if he's
just broken his arm."
47,146587,149173,I can see the bone!
48,150299,152594,"Now, me, I'm a Meh."
49,152719,154638,"So I got to be totally
over it all the time,"
50,154804,156640,"you know, like,
""Meh, who cares?"""
51,156765,158517,"Which is not as
easy as it sounds."
52,172156,175826,"Morning, Mrs. D. I see you have
the little minis with you."
53,175951,178121,They're so cute.
54,187964,189674,"That is so adorable,
I can't take it!"
55,192969,195013,"Now I'll never
get them to sleep."
56,195139,196682,"Stick to your
one face, weirdo."
57,198517,199851,No! No!
58,200018,202604,"It's hard to
always act blase,"
59,202729,205775,"when living in Textopolis
is just so exciting."
60,205900,207318,"Hello, good simians."
61,207443,209946,"Those are some
sharp attaches."
62,210071,212113,"Yes, well, we have
business to attend to."
63,212239,214575,What kind of business?
64,214576,214616,Monkey business.
65,216244,217870,I sounded British!
66,219664,221583,"Meh. That
was really good."
67,221708,225086,"Meh. Meh.
That was a great..."
68,225211,226880,"-Whatcha doing there, mate?
-Practicing."
69,227005,228840,"Today is my first
day on the phone."
70,228965,231551,"Boy.
I'm gonna be so meh."
71,231676,233553,What are you gonna do?
72,233678,235931,"Me and the boys are gonna throw
ourselves on the barbie!"
73,236056,237558,Here's my sauce now.
74,238851,240018,"G'day, mate."
75,242855,244773,"Hey.
Konnichiwa."
76,244899,247568,"Sorry, emoticons!"
77,247693,248778,"I hate knocking
over the elderly."
78,248903,250070,"Here, let me help,
let me help."
79,250238,252073,My colon!
80,254450,256077,Is that the time?
81,256244,257911,"Hey, my eyes
are up here, pal."
82,261082,262584,Yeah! All right!
83,271260,272720,Right on time.
84,276557,278058,"So, last week,"
85,278183,279769,"Alex sends me
next to this guy."
86,282104,284274,"That kid! Where does
he get this stuff?"
87,288986,291281,"Why are you
laughing, freak?"
88,294242,297954,"Now, unlike me,
my parents are total pros."
89,298079,300874,"Gene, please tell me
you weren't laughing just now."
90,300999,302333,In public.
91,303626,305962,"He was.
I remember."
92,306087,308132,"Let's go somewhere
more private."
93,311134,313387,"I have some bad news, Gene."
94,313512,315598,"And I'm afraid you'll
have the wrong reaction."
95,315723,318434,"Okay. What's the
wrong reaction?"
96,318560,320937,"Anything other than ""meh."""
97,322439,323731,"Come on. I don't
want to be late."
98,323856,325524,"I'm not letting you
go to work today."
99,325650,326693,"Wait, what?"
100,326818,328820,"You're just not ready, son."
101,328945,331614,"Come on! Working in the cube is
an emoji's whole purpose in life."
102,331739,334201,"Everybody my age is working
on the phone except for me."
103,334326,337120,"Sweetie,
that's not true."
104,339456,341624,"Yeah! I'm gonna work on the
phone, and I'm only 10."
105,341750,344503,"That's because
I believe in you."
106,344628,346213,Should we wash our hands?
107,349007,350676,"No, no, no."
108,350844,352678,We're number two!
109,352803,354638,"We're number two!
We're number two!"
110,355389,356682,See?
111,359018,361145,"I... I know
I'm different, okay?"
112,361270,364023,"But when I need to,
I can be meh."
113,364858,366484,I just...
114,366610,368862,"I want to be a working
emoji, you know, like..."
115,368987,370864,"Like everybody else,
and then..."
116,371030,373242,"Then I would finally
fit in, you know?"
117,373367,375202,"You fit in, honey."
118,375369,377246,"No, I don't, Mom."
119,377371,379456,I never have.
120,379581,381833,"But I can change all that if you'd
just let me. Just give me a chance."
121,381958,385545,"But what if you get sent out on
the phone, making the wrong face?"
122,385671,387548,"No, Dad, I'll make
the right face."
123,387715,389091,Look.
124,389217,391135,Meh...
125,391260,393679,"You're so handsome
when you make that face."
126,393804,395348,"I think he's ready, Mel."
127,396224,397517,Meh.
128,399560,400896,"Come on, Dad."
129,401021,403440,Let me prove it to you.
130,403565,405275,"If you really
think you're ready."
131,405400,409070,"I am! Yes! Yes. I promise,
I won't let you down."
132,410155,411282,Stop.
133,423210,425755,"Congratulations, everyone!"
134,425880,428925,"What an exciting
day for all of you."
135,429050,430259,It's really her.
136,430384,432054,Pizza!
137,433305,434556,Hey!
138,434681,436933,Your first day on the job.
139,437099,438644,Hi. Hi.
140,438769,442230,"Don't be nervous. I won't bite.
Hi. I'm Smiler."
141,442355,443481,Don't touch me.
142,443606,444149,Hi!
143,444191,444691,Okay.
144,444816,446276,"I mean, hey."
145,446444,449697,"As you know, I'm Smiler."
146,449822,452115,"I am the system
supervisor here"
147,452240,454618,"because I was
the original emoji."
148,459582,460959,Here's how it works.
149,461125,462335,It's nothing fancy.
150,462460,464879,"Wait a minute.
It's really fancy!"
151,470301,473679,"You each have your own
cube on the emoji bar."
152,473805,475640,"If Alex chooses you,"
153,475807,478935,"should you be so lucky,
your cube will light up."
154,480645,483315,It's showtime.
155,483482,485359,"The scanner will scan you,"
156,487236,492242,"and that scan will get sent
right up to Alex's text box."
157,492367,494159,"And let me tell you,
guys,"
158,494284,499082,"there is nothing like getting
scanned for the first time."
159,499207,502377,You're gonna love it. Really.
160,502502,505588,"Now, over here is
the favorites section"
161,505714,509885,"where you'll find all
the most popular emojis."
162,510010,513180,"And, of course,
you'll find my cube here."
163,515640,516850,You are smooth.
164,517018,518352,Just doing my duty.
165,518477,520938,What? What did I say?
166,521063,524650,Rocket looking to party.
167,524775,527319,"Come on, tell me you aren't
just a little bit tempted."
168,527445,528946,"Steven, for the last time,"
169,529071,530698,"I don't want to
buy a time-share."
170,530865,534161,"Come on, man, it's Hi-5.
You know me, I'm a favorite."
171,534286,535870,"Alex hasn't
picked you in weeks."
172,536037,538040,"And if he stops picking you,
you're no longer a favorite."
173,538165,540041,"It's got to be
some sort of mistake."
174,540207,543044,"I mean, look at me, I'm an
attractive hand giving a high five."
175,543170,545672,Fist Bump. Come on in.
176,545673,545713,Hey.
177,545798,549176,"Fist Bump? He's a
knucklehead. Literally."
178,549301,551261,"Look at him.
I can look like that."
179,552721,553889,"Cramp.
Huge mistake."
180,555724,558560,"Help. Help me.
Help up the hand."
181,558686,559978,There you go.
182,560020,561313,"Thanks, mate."
183,561439,564400,"Hey, little Meh, how about
you create a distraction,"
184,564567,566277,"and then I'll just
slip under the rope?"
185,566402,569071,Is someone lost?
186,569237,570740,"Smiler, hi. Just leaving."
187,570907,573076,"Yeah, you know,
just killing time"
188,573243,575703,"before I go back to my
cube in the far corner"
189,575829,578665,"where Alex can't
even see me anymore!"
190,578790,580625,"You may not be
a favorite anymore,"
191,580750,583754,"but you will always
have a place in the cube."
192,583921,585505,"Yeah, in the nosebleeds."
193,585630,588800,"I'm standing
right here. Words hurt."
194,588926,593097,"The most important thing I can
tell you is to just be yourself."
195,593222,595099,Blah.
196,595265,598561,"I was made to be happy,
so I am always smiling."
197,598686,602232,"Places, please.
Emojis to your cubes."
198,602357,605235,Attention. We've got incoming.
199,605360,606944,"Got to be meh.
Got to be meh."
200,608321,610073,"My gosh, my own cube."
201,610198,612909,"I can't believe it.
I could put a plant over here."
202,613034,615704,"And over here could go
an inspirational calendar."
203,615829,618414,"Okay. Got to be meh.
Got to be meh."
204,618539,620584,"Look at
our son down there."
205,620709,623045,I'm just beaming
206,624170,626966,with pride.
207,627133,629636,"You don't think he'll
actually get picked, do you?"
208,632179,634515,Hie-ro-gly-phics.
209,634640,637894,"Hieroglyphics was an ancient
language of picture forms."
210,638019,640730,"Does that remind
anyone of anything?"
211,640855,645235,"Hello? A language
of pictures. Anyone?"
212,645360,650533,"Early hieroglyphs
date back as far as 3,300..."
213,650658,652659,"I got to
reply to Addie's text."
214,652825,654745,What should I write?
215,654746,654787,Nothing.
216,654870,656621,Words aren't cool.
217,658332,660918,Okay. Be cool. Be cool.
218,662878,665381,"All right, Alex is not sure
how he wants to play this."
219,665506,668133,"I would really
love it to be me."
220,668259,670178,Beam me up! Beam me up!
221,670303,671805,I need Thumbs Up on standby.
222,671930,674473,"Yeah!
Thumbs Up is going in!"
223,676309,678269,"Wait!
Alex is changing his mind."
224,680479,681856,He's moving.
225,686236,687987,"Okay. Looks like
it's gonna be Meh."
226,691200,694036,"I'm so nervous,
I could almost shrug."
227,695579,696872,We are go for Meh.
228,697039,698707,Initiating scan.
229,698833,702044,Okay. You can do this.
230,702169,704547,"I can't do this!
I can't do it!"
231,704548,704589,What is this?
232,705548,707007,Stop the scan!
233,707133,709969,I can't! It's too late!
234,710094,713556,"Meh, meh, meh, meh. My
goodness, I'm freaking out!"
235,713681,714766,What's he doing?
236,714891,716142,He's making the wrong face!
237,716267,718979,"Good for him!
Little... Wait, what?"
238,719104,721232,Be meh! Be meh! Be meh!
239,721398,722566,Abort! Abort!
240,723900,725402,"Shut it down!
Shut it down!"
241,733619,735245,What is that emoji?
242,735371,738082,"Wrong emoji sent!
Evacuate the Meh cube!"
243,740960,742211,Evacuate the cube!
244,742336,743755,I got to get out of here.
245,747509,748760,Get that bozo out of there!
246,748885,750262,I'm trying!
247,762232,765611,No!
248,766528,767613,My God.
249,775121,777164,The humanity.
250,777289,779542,Medic.
251,781420,784756,"Sorry, everybody. That was
not what I meant to do."
252,784881,786299,I kinda...
253,786466,787550,I kinda panicked.
254,787675,789761,"Are you even
a Meh at all?"
255,789886,791847,Course he is.
256,791972,793640,He's my spitting image.
257,793765,796393,"If you have expressions
other than meh,"
258,796518,799146,"what you are
is a malfunction."
259,804026,806196,Malfunction?
260,806321,809657,"No! I can be meh. Just
give me one more chance."
261,809824,812492,That's not gonna happen.
262,812660,814662,"You know what
would be really fun?"
263,814787,816413,A board meeting.
264,816539,818499,"Where we could figure out
what to do with you!"
265,823839,825006,"I knew there was
something wrong with him."
266,825173,827134,A malfunction?
267,827259,827884,What's gonna happen to him?
268,827926,828510,"He can't
work on the phone."
269,828677,830511,What would Alex think?
270,830636,831972,What do his parents think?
271,847529,851492,"I just wanted to be useful, you know?
Fit in."
272,851617,854328,"Now everybody
thinks I'm a malfunction."
273,858332,861586,I am a malfunction.
274,861711,864214,"Even if you are
a malfunction, Gene,"
275,864339,867175,"your mom and dad
still love ya."
276,867300,868927,I knew you weren't ready.
277,869052,871639,"Let's get you out of
here and take you home."
278,871764,874057,"One day, all this
will blow over,"
279,874225,877728,"and everyone will almost
forget about what you did."
280,878562,879980,"Until then,"
281,880106,882858,"you should probably stay
locked up in the apartment."
282,882983,885236,"Wait. You want
to hide me away?"
283,886237,887864,You're embarrassed of me.
284,887989,889532,It's for your own safety.
285,889657,891743,"We're trying to
protect you, son."
286,894078,896498,Gene? Where are you going?
287,896623,898458,"I'm not gonna
run away from this."
288,898583,901629,"I'm an emoji, and even though
I'm not sure exactly which one,"
289,903130,905758,"I've got to have some
sort of purpose here."
290,905925,906967,I know it.
291,907092,909136,"Gene, no."
292,909261,911263,"Sweetie, please."
293,917061,918520,Boy.
294,918646,919397,A malfunction...
295,919439,920106,Order! Order!
296,920273,922149,The motion is carried.
297,923443,925861,"So, how'd it go, Gavel?"
298,925986,928698,"Hey, Light Bulb, tell me
what's going on in there."
299,928823,931576,"What?
Poop, what is it?"
300,931702,933745,"Tell me, turd. Tell me true.
What happened?"
301,933870,937624,"I know it was an accident.
We all have accidents."
302,937791,939292,"You're so soft, Poop."
303,939417,941878,"Not too soft, I hope."
304,942003,943296,Gene!
305,943421,945674,"We were just gonna
come looking for you."
306,945799,948177,"Why don't you come
inside the boardroom,"
307,948302,950721,"and we can have
a teeny, weeny chat."
308,960565,964444,"Um, I came up here to defend
myself, but you seem pretty happy."
309,965362,967322,"So, good news?"
310,967489,970658,"Right.
I'm always happy."
311,970783,972995,"Right.
Hashtag truth."
312,973120,976123,"Well, the only thing that
could ever make me unhappy"
313,976249,979710,"is if one of our
emoji team made a mistake,"
314,979835,983589,"which caused Alex to
lose faith in the phone."
315,985341,988761,"And then our whole
world gets wiped out."
316,990346,993725,"Smiler, I double-pinky-swear
promise to you"
317,993850,997687,"that I will never, ever make
a mistake in the cube again."
318,997812,1000106,"We know you
won't, Gene."
319,1000232,1002442,We know you won't.
320,1002567,1004528,"You know,
the first time you said it,"
321,1004653,1007657,"it sounded genuine,
but then you repeated it,"
322,1007782,1009199,"and then, that was weird."
323,1009324,1011035,"That's because
we're setting you up"
324,1011201,1013703,"with our best
Anti-Virus Bots."
325,1016498,1019794,"So, they'll like... They'll just...
They're gonna fix me?"
326,1019919,1022797,"Actually, delete you.
But yes!"
327,1022922,1024925,"If you get deleted,"
328,1025050,1027593,"you don't
have to worry about"
329,1027718,1030971,"what your purpose
is or the future"
330,1031097,1034059,"or why you're
such a malfunction."
331,1034225,1035894,"'Cause you're deleted, right?"
332,1036061,1037395,"All right, good talk."
333,1037562,1039065,Bots!
334,1043027,1044236,No!
335,1047781,1049240,Don't let him escape!
336,1064341,1066383,"Party time!
Wait a minute..."
337,1082485,1084737,The air is better here.
338,1087948,1089033,"Beer, Tea."
339,1089075,1090118,I'm Coffee!
340,1090243,1092746,Sorry. Sheesh. So edgy.
341,1099211,1101295,My old cube.
342,1101420,1104340,"Take a hike, Mike."
343,1104466,1107177,"-My name's not Mike.
-What?"
344,1107302,1109262,There's AV Bots coming!
345,1109263,1109303,For me?
346,1109387,1111223,"Just because I'm in
the wrong section?"
347,1114018,1115977,Holy deleto!
348,1121901,1123027,What do we do?
349,1123068,1124154,Quick! This way!
350,1129325,1130576,Let's go.
351,1137833,1140003,"Don't tell anyone
you're about to see this."
352,1141462,1143339,"They'll never
find us down here."
353,1143464,1146134,"Where are we?
The basement?"
354,1146260,1149388,"No. Welcome to
the Loser Lounge,"
355,1149513,1153017,"where the emojis
who never get used hang out."
356,1155101,1157604,"Go fish, Fish Cake
With Swirl."
357,1160149,1163194,"Sweep so you won't cry.
Sweep so you won't cry."
358,1163320,1165487,Sweep so you won't cry.
359,1167990,1170535,I almost got deleted.
360,1170660,1172369,"Me, Hi-5."
361,1172495,1174456,"Hey. What's up, Hi-5?"
362,1174581,1177626,"They weren't trying to delete you.
They were trying to delete me."
363,1177751,1179502,"You? What's so
important about you"
364,1179627,1181547,"they'd send out
an entire team of Bots?"
365,1181672,1183673,They say I'm a malfunction.
366,1187052,1190513,"You bringing malfunctions
in here now, Hi-5?"
367,1190638,1192808,"For crying out loud,
Abandoned Luggage,"
