Number,StartMilliseconds,EndMilliseconds,Text
1,39110,42860,"CARRIE: Once upon a long time ago,
there was an island..."
2,42870,47420,"...some Dutch, some Indians
and some beads."
3,77660,81740,"And those beads led to steamboats
and skyscrapers..."
4,81910,84540,...Wall Street and electric lights...
5,84710,88420,"...newspapers, Ellis Island, the Yankees..."
6,88580,91670,...Central Park and the first World's Fair...
7,91840,96220,"...Broadway, the Chrysler Building
and Studio 54."
8,96380,99550,"I like to think of that
as New York City B.C.:"
9,99720,100890,Before Carrie.
10,102770,104680,"Hi, guys."
11,105520,109100,"I arrived on this island
at exactly 3:30 p.m..."
12,109440,113400,"...on Tuesday, June 11th, 1986."
13,120200,121490,Oh. Oh!
14,121660,125290,"Cab! Cab, cab, cab! Taxi! Ca--!"
15,127920,129670,It seems like only yesterday.
16,129830,131460,Taxi!
17,131630,132880,Thank you.
18,137800,141220,"The very next year, I met Charlotte."
19,144060,149350,"We were on a subway car at 2 a.m.
when a homeless man dropped his pants."
20,160870,165450,"Miranda and I met in 1989
at Bloomingdale's."
21,165620,167660,I was working in the dress department.
22,167830,171040,She was crying in the changing room.
23,173710,175130,"-Hey.
-Hey."
24,175300,176630,Hi. How are you?
25,177760,182470,"I met Samantha when she was
bartending at CBGB's."
26,187430,190730,"- Bite me!
- My place or yours?"
27,193190,195230,"-Hi.
-How are you?"
28,195400,197570,Let's go.
29,197740,198940,Hi.
30,199110,200280,Ready?
31,200450,201860,Time is a funny thing.
32,202030,205700,"A decade can flash by
in an uneventful second."
33,206950,212330,"And then, in just two years,
monumental things can happen."
34,212790,215840,"Things you couldn't imagine happening
in a million years."
35,216000,218210,"Welcome to Bergdorf Goodman.
May I help you?"
36,218380,220300,"Yes, our friend is getting married."
37,220470,223220,"-I never thought I'd see this day.
-You and me both."
38,223390,224720,Hell just froze over.
39,225220,228010,"-What's the name?
-Oh, Blatch. It's Stanford Blatch."
40,228180,231480,"Actually, I think they're registered
under both names."
41,232690,235650,"Her best gay friend
is marrying my best gay friend."
42,235810,237520,"-That's wonderful.
-I know."
43,237690,239820,"-Let me get the registry.
-Thanks."
44,239990,242700,"How did this even happen?
I thought they hated each other."
45,242860,246820,"It's like musical chairs. The music stopped
and they were the last two left standing."
46,246990,251120,"When you thought everyone you knew was
too old to get married, here come the gays."
47,261260,266140,"And so, one weekend, we all gathered
at a charming inn in Connecticut..."
48,266300,268510,...where the view was breathtaking...
49,268680,270850,...and the wedding was legal.
50,274190,276400,How's my tie?
51,279610,282690,"-How's my tie?
-Wow."
52,283490,285610,You didn't tell me you were wearing that.
53,286030,288200,"Well, I am the best man."
54,288370,290370,"Oh, and you need a little help here."
55,290540,294660,"So is a gay wedding shorter or longer
than a straight wedding?"
56,294830,297540,"-Why?
-Just wanna know what I'm in for."
57,297710,300420,"Well, I think the marriage ceremony
is about the same..."
58,300590,304760,"...but I have no idea how long
the sacrificing of the straight men will take."
59,306220,307430,There you go.
60,309510,311720,"Don't make me look too good.
Gay wedding."
61,311890,315690,"Will you please stop referring to this
as a gay wedding?"
62,315850,318400,"Well, isn't it a gay wedding?"
63,318560,321570,"Well, yes, but it's not just a gay wedding."
64,321730,323400,It's Stanford and Anthony's wedding.
65,323570,325820,"-Mm. Got it.
-Mm-hm."
66,327950,330950,Whoops. Your fly is down.
67,331990,334660,"Better let me.
These things can be tricky."
68,336710,339000,You did not pull it up.
69,340130,343170,"I have to be there in an hour.
I'm the best man."
70,343710,345550,Then I better do my best.
71,345720,347840,"Don't wanna be late
to my first gay wedding."
72,348010,350090,This is not a gay wedding.
73,350260,351930,Wasting time talking.
74,359520,362270,"Oh, come on, you're not gonna."
75,362440,366900,If ever I would leave you
76,367070,371570,It wouldn't be in summer
77,371740,375120,Seeing you in summer
78,375290,378120,"Okay, it's a gay wedding."
79,380290,384960,Your hair streaked with sunlight
80,386090,387170,Hey.
81,387340,388970,"-Hey.
-Hello."
82,389800,391840,"-White enough?
-This is what it looks like..."
83,392010,393970,...when you stare directly into the sun.
84,394140,395890,"Well, I think it's beautiful."
85,396060,399020,"Oh, this wedding is way more
than beautiful."
86,399190,400230,It's Lady Di.
87,401480,404440,"- Mommy, can I go look at the swans?
- Yes, honey."
88,404610,406650,"Sure, baby.
Stay where we can see you, okay?"
89,406820,408320,"- Right there.
- Hi, swans."
90,408490,411820,"Oh, there's Samantha. Hey.
- You brought your dog?"
91,411990,415910,"It's a gay wedding. I figured, what's
one more little bitch with an attitude?"
92,416080,418250,"You guys, shouldn't we be
a little bit more PC?"
93,419000,420000,Char!
94,420170,421210,Anthony! Hey.
95,421380,422670,Can you believe this place?
96,422840,425500,It looks like the Snow Queen exploded.
97,425960,427420,"-How's that for PC?
-True."
98,427590,429840,So you're not the wedding planner?
99,430010,433180,"Hell to the no. I pulled out
when Stanford mentioned swans."
100,433640,437520,"Finally, I just threw up my arms,
whatever he wants, give it to him."
101,437680,438680,Aw.
102,438850,441690,"Yep, Stanford gets the wedding
of his dreams and I get to cheat."
103,443230,444860,"And don't give me that face, Char."
104,445020,448570,"Just because I'm getting married doesn't
mean I have to change who I am."
105,448740,451070,"So you're allowed to cheat
because you're gay?"
106,451240,452360,"No, because I'm Italian."
107,453910,455620,"Carrie, Stanford's looking for you."
108,455780,456950,Cute hat.
109,457120,458370,"- Anthony.
- Coming."
110,458540,461000,"I don't get it.
Why get married if you're gonna cheat?"
111,461170,465080,"Well, he didn't say he was going to cheat,
he just said he was allowed to cheat."
112,465250,466460,Is that how you heard it?
113,466630,470510,"-Well, it's not really any of our business.
-Except, he told us."
114,470670,475050,"I'm just saying, I think every couple
has the right to make their own rules."
115,475220,477810,"Well, not really. It's marriage."
116,479560,481850,"-Hey, who wants a cocktail?
-Oh, I do."
117,482020,484690,"And see if they have any food.
I need a little nosh."
118,484860,487820,"Eight years later, she's finally a Jew."
119,493450,497740,There were bells on a hill
120,497910,501580,"Oh, Stanny. You're wearing white."
121,502040,503080,Like a virgin.
122,503250,505460,Touched for the very first time.
