Number,StartMilliseconds,EndMilliseconds,Text
1,82280,83093,Hello.
2,83146,84188,Hi mom!
3,84522,87514,"Chloe, welcome home.
You're home, right?"
4,87515,89381,"Yup, safe and sound."
5,89423,91341,"Your brother has been
bouncing off the walls."
6,91342,93792,"Oh, I can't wait to see him."
7,94908,97317,"So, is everything up for
dad's surprise party?"
8,97546,101738,"Um, honey, I'm afraid your dad's not
gonna be here when you get home."
9,101957,103000,What?
10,103959,106201,"Why not?
Mom, what happened?"
11,106827,108172,He got called in to work.
12,108423,112594,"Did you tell him I was coming?
Yeah, honey, I did but..."
13,113178,114480,"They called this morning
and, eh..."
14,114481,115576,What is his flight?
15,117286,120279,"It's London.
3:35?"
16,122865,125701,"Honey, don't make it hard...
Tell raymie I'll be home before supper."
17,142031,144002,"You must feel like
you've seen it all."
18,144138,147986,"You seemed to be in the middle of a new
disaster every time I turned on the news."
19,148007,152073,"Oh, what is the old adage? 'It's a
dirty job but someone's gotta do it'."
20,152084,154816,"Can I ask you a question,
Mr. Williams?"
21,154899,155890,"Yeah, sure."
22,155932,157903,"- Do you read the Bible?
- Well..."
23,159071,161907,I guess not as often as you do.
24,162001,165470,"Well, Matthew 24:7 says
there shall be famines,"
25,165483,168893,"pestilences and earthquakes
in diverse places."
26,168894,172960,"All of these things, the disasters,
the wars, they are all signs."
27,173138,176130,"So, god knew all these things
were going to happen?"
28,176172,178039,"Honey, god knows everything."
29,178070,180875,"So, why didn't he do something?"
30,181042,183411,"I mean, he is god, right?
Couldn't he stop the flood if"
31,183424,185891,"he wanted to? Maybe, sent a
little rain for the famine..."
32,185933,191021,"It's a fallen world. God created it perfect
and we destroyed it on the first set..."
33,191032,193065,"Who destroyed it?
Me?..."
34,193972,195099,You? Him?
35,195140,198112,"The lord works...
In mysterious ways, I know."
36,199051,204160,"But somehow, people keep believing
he loves them. Now, that is mysterious."
37,210198,212106,Sorry to interrupt.
38,267019,268177,Going my way?
39,295206,297239,I enjoyed your speech.
40,299148,301212,"Yeah, sorry about that...
Now, don't be."
41,301254,303225,That was really good.
42,304028,306051,"I'm assuming it's not your first time
making it."
43,306166,309127,"Well, the first time aloud.
Cameron Williams."
44,310170,312162,'Buck'... my friends.
45,317250,319284,"I'm... eh, Chloe Steele."
46,319294,321223,'Chloe' to my friends.
47,323163,325029,"So, you're in college."
48,325071,329096,"Wow, that investigative journalism.
It really pays off."
49,329138,333089,"I just wanted to say thank you
for rescuing me from that nutty lady."
